,lemma,pos,freq
11185,"('Oma', 'zeggen')","('nsubj', 'ROOT')",11
11186,"('mobielt', 'hebben')","('obj', 'ccomp')",34
11187,"('kind', 'onthouden')","('nsubj', 'ROOT')",3
11188,"('telefoon', 'onthouden')","('obj', 'ROOT')",1
11189,"('telefoon', 'raken')","('obj', 'conj')",8
11190,"('telefoon', 'krijgen')","('obj', 'ccomp')",38
11191,"('groot', 'kopen')","('obj', 'ROOT')",2
11192,"('molenaar', 'vertellen')","('nsubj', 'ROOT')",8
11193,"('zijn', 'ongeluk')","('cop', 'ccomp')",1
11194,"('juffrouw', 'verdelen')","('nsubj', 'ROOT')",1
11195,"('klas', 'verdelen')","('obj', 'ROOT')",1
11196,"('molenaar', 'zeggen')","('nsubj', 'ROOT')",4
11197,"('ding', 'kopen')","('obj', 'ccomp')",6
11198,"('molen', 'oud')","('nsubj', 'ROOT')",6
11199,"('vragen', 'beantwoorden')","('obj', 'ROOT')",5
11200,"('molenaar', 'smeren')","('nsubj', 'ROOT')",1
11201,"('laat', 'moment')","('amod', 'obl')",14
11202,"('Shampoo', 'roeren')","('nsubj', 'ROOT')",1
11203,"('veel', 'weten')","('obj', 'ROOT')",91
11204,"('maar', 'gaan')","('nsubj', 'ROOT')",4
11205,"('voetballen', 'gooien')","('nsubj', 'ROOT')",1
11206,"('steen', 'gooien')","('obj', 'ROOT')",4
11207,"('cadeaut', 'ontvangen')","('obj', 'conj')",1
11208,"('speciaal', 'dag')","('amod', 'ROOT')",8
11209,"('verjaardag', 'vieren')","('obj', 'conj')",12
11210,"('taart', 'eten')","('obj', 'ROOT')",21
11211,"('zijn', 'taart')","('cop', 'conj')",2
11212,"('belangrijk', 'vinden')","('obj', 'ROOT')",10
11213,"('poes', 'vinden')","('obj', 'ROOT')",22
11214,"('zijn', 'tam')","('cop', 'ccomp')",2
11215,"('kunst', 'leren')","('obj', 'conj')",59
11216,"('brok', 'vinden')","('obj', 'ROOT')",9
11217,"('moeder', 'liggen')","('nsubj', 'ROOT')",9
11218,"('Peter', 'laat')","('nsubj', 'ROOT')",10
11219,"('dog', 'zien')","('nsubj', 'ROOT')",1
11220,"('Dog', 'zitten')","('nsubj', 'conj')",1
11221,"('Peter', 'trekken')","('obj', 'conj')",2
11222,"('Peter', 'uitkomen')","('nsubj', 'ROOT')",1
11223,"('Peter', 'kijken')","('nsubj', 'ROOT')",28
11224,"('dog', 'zijn')","('nsubj', 'conj')",1
11225,"('moeder', 'boos')","('nsubj', 'ROOT')",51
11226,"('Sinterklaas', 'hebben')","('nsubj', 'ROOT')",82
11227,"('staf', 'hebben')","('obj', 'ROOT')",33
11228,"('zijn', 'kleurboek')","('cop', 'conj')",1
11229,"('paard', 'hebben')","('obj', 'ROOT')",86
11230,"('Amerigo', 'heten')","('nsubj', 'conj')",2
11231,"('schoen', 'rijden')","('obj', 'conj')",1
11232,"('bericht', 'bepalen')","('obj', 'ROOT')",1
11233,"('eigen', 'manier')","('amod', 'obl')",18
11234,"('spelle', 'zet')","('obj', 'ccomp')",1
11235,"('kind', 'worden')","('nsubj', 'ROOT')",48
11236,"('wc', 'zitten')","('nsubj', 'conj')",3
11237,"('klein', 'wc')","('amod', 'nsubj')",1
11238,"('gek', 'gaan')","('nsubj', 'conj')",1
11239,"('Justin', 'zitten')","('nsubj', 'conj')",1
11240,"('meisje', 'zitten')","('obj', 'conj')",1
11241,"('reis', 'voorbereiden')","('obj', 'ROOT')",1
11242,"('tekenspull', 'hebben')","('obj', 'conj')",1
11243,"('mooi', 'schilderij')","('amod', 'obj')",4
11244,"('zijn', 'groen')","('cop', 'conj')",16
11245,"('blauw', 'map')","('amod', 'conj')",1
11246,"('Rick', 'zitten')","('nsubj', 'ROOT')",3
11247,"('druk', 'kind')","('amod', 'obj')",1
11248,"('zijn', 'Melvin')","('cop', 'ROOT')",1
11249,"('Julian', 'kiezen')","('nsubj', 'ROOT')",1
11250,"('Julian', 'willen')","('nsubj', 'conj')",1
11251,"('Mariska', 'zitten')","('nsubj', 'ROOT')",2
11252,"('vraag', 'bedenken')","('obj', 'conj')",1
11253,"('aantekening', 'maken')","('obj', 'ROOT')",3
11254,"('vrouw', 'vertelen')","('nsubj', 'ROOT')",1
11255,"('lopen', 'duren')","('nsubj', 'ROOT')",1
11256,"('gouden', 'pak')","('amod', 'obl')",1
11257,"('boot', 'roepen')","('nsubj', 'ROOT')",1
11258,"('heel', 'boot')","('amod', 'nsubj')",5
11259,"('vierkant', 'paal')","('amod', 'obl')",1
11260,"('groep', 'zitten')","('nsubj', 'ROOT')",11
11261,"('groep', 'krijgen')","('nsubj', 'ROOT')",12
11262,"('gids', 'krijgen')","('obj', 'ROOT')",3
11263,"('vrouwelijk', 'gids')","('amod', 'obj')",1
11264,"('vragen', 'vragen')","('obj', 'conj')",1
11265,"('naametiket', 'krijgen')","('obj', 'conj')",1
11266,"('scheepsmodelen', 'zien')","('obj', 'ROOT')",1
11267,"('mooi', 'scheepsmodelen')","('amod', 'obj')",1
11268,"('3D-kijkdoos', 'zien')","('obj', 'conj')",1
11269,"('oud', 'sieraad')","('amod', 'obj')",1
11270,"('oud', 'instrument')","('amod', 'obl')",1
11271,"('zijn', 'museum')","('cop', 'ROOT')",12
11272,"('zijn', 'verbouwen')","('cop', 'conj')",2
11273,"('klein', 'neefje')","('amod', 'obl')",4
11274,"('ring', 'zijn')","('nsubj', 'ROOT')",2
11275,"('speerachtig', 'ding')","('amod', 'conj')",1
11276,"('vrouw', 'zeggen')","('nsubj', 'conj')",8
11277,"('omdat-ie', 'zien')","('nsubj', 'xcomp')",1
11278,"('duivel', 'zien')","('obj', 'xcomp')",1
11279,"('gek', 'messteek')","('amod', 'nsubj')",1
11280,"('kopie', 'hing')","('nsubj', 'ROOT')",1
11281,"('Nachtwacht', 'uitzien')","('nsubj', 'ccomp')",1
11282,"('schilderij', 'hing')","('nsubj', 'ROOT')",2
11283,"('tijd', 'wijzen')","('nsubj', 'conj')",1
11284,"('tijd', 'kijken')","('obj', 'conj')",4
11285,"('kerkachtig', 'afdeling')","('amod', 'obl')",1
11286,"('schilderij', 'kijken')","('obj', 'ROOT')",1
11287,"('trap', 'liepen')","('obj', 'conj')",2
11288,"('groot', 'ingangszaal')","('amod', 'obl')",1
11289,"('ding', 'staan')","('nsubj', 'conj')",8
11290,"('balie-achtig', 'ding')","('amod', 'nsubj')",1
11291,"('Julian', 'hebben')","('nsubj', 'conj')",1
11292,"('folder', 'hebben')","('obj', 'conj')",1
11293,"('rondleider', 'rondleiden')","('nsubj', 'ROOT')",1
11294,"('groep', 'rondleiden')","('obj', 'ROOT')",1
11295,"('ander', 'groep')","('amod', 'obj')",6
11296,"('heel', 'groep')","('amod', 'obl')",53
11297,"('bus', 'staan')","('nsubj', 'ROOT')",12
11298,"('klimmen', 'zien')","('nsubj', 'ROOT')",1
11299,"('lingo', 'speel')","('obj', 'ROOT')",1
11300,"('moeder', 'spelen')","('nsubj', 'ccomp')",1
11301,"('springtouwen', 'vinden')","('obj', 'ROOT')",1
11302,"('zus', 'gedroomd')","('nsubj', 'ROOT')",1
11303,"('mam', 'weg')","('nsubj', 'ccomp')",1
11304,"('vader', 'zijn')","('nsubj', 'conj')",8
11305,"('zijn', 'keken')","('cop', 'ROOT')",4
11306,"('kleding', 'terugtrekken')","('obj', 'conj')",1
11307,"('zijn', 'nieuws')","('cop', 'ROOT')",17
11308,"('krantenartikelen', 'opzoeken')","('obj', 'ROOT')",1
11309,"('Syrisch', 'kind')","('amod', 'nsubj')",1
11310,"('handbalster', 'pakken')","('nsubj', 'conj')",1
11311,"('niveau', 'pakken')","('obj', 'conj')",1
11312,"('kind', 'verzorgen')","('obj', 'conj')",1
11313,"('man', 'hebben')","('obj', 'conj')",5
11314,"('zijn', 'lenig')","('cop', 'conj')",11
11315,"('tienjarig', 'jongetje')","('amod', 'obl')",1
11316,"('blauw', 'Piet')","('amod', 'nsubj')",1
11317,"('zijn', 'traditie')","('cop', 'ROOT')",31
11318,"('mens', 'bedreigen')","('obj', 'ROOT')",1
11319,"('smartphoon', 'hebben')","('obj', 'conj')",1
11320,"('iPod', 'kleding')","('amod', 'nmod')",1
11321,"('erge', 'zijn')","('nsubj', 'ccomp')",1
11322,"('geld', 'storten')","('obj', 'conj')",2
11323,"('Musselkanaal', 'afbranden')","('nsubj', 'ROOT')",1
11324,"('zijn', 'afbranden')","('cop', 'ROOT')",2
11325,"('meester', 'kijken')","('nsubj', 'ROOT')",5
11326,"('nieuws', 'vinden')","('obj', 'ROOT')",4
11327,"('Jeugdjournaal', 'zijn')","('nsubj', 'ROOT')",1
11328,"('klus', 'doen')","('obj', 'xcomp')",9
11329,"('nieuw', 'lijst')","('amod', 'nsubj:pass')",1
11330,"('rood', 'lijst')","('amod', 'nsubj:pass')",1
11331,"('geld', 'ophalen')","('obj', 'ROOT')",5
11332,"('zijn', 'gratis')","('cop', 'ROOT')",45
11333,"('vakantie', 'vinden')","('obj', 'ROOT')",38
11334,"('echt', 'vakantie')","('amod', 'obj')",1
11335,"('mooi', 'hotel')","('amod', 'conj')",3
11336,"('dier', 'leren')","('obj', 'ROOT')",32
11337,"('dier', 'leven')","('obj', 'conj')",12
11338,"('gedrag', 'veranderen')","('nsubj', 'ccomp')",1
11339,"('natuurlijk', 'gedrag')","('amod', 'nsubj')",1
11340,"('ruimte', 'bedoelen')","('obj', 'conj')",1
11341,"('vast', 'plek')","('amod', 'advcl')",1
11342,"('dier', 'bedoelen')","('obj', 'ROOT')",2
11343,"('aap', 'vinden')","('nsubj', 'ROOT')",7
11344,"('aandacht', 'vinden')","('obj', 'ROOT')",8
11345,"('vissen', 'geven')","('obj', 'xcomp')",1
11346,"('kleren', 'aandoen')","('obj', 'ROOT')",18
11347,"('zijn', 'droog')","('cop', 'ROOT')",82
11348,"('leuk', 'speelgoed')","('amod', 'obj')",12
11349,"('jas', 'moeten')","('obj', 'ROOT')",8
11350,"('zinn', 'maken')","('obj', 'xcomp')",5
11351,"('goed', 'zinn')","('amod', 'obj')",7
11352,"('net', 'woord')","('amod', 'ROOT')",1
11353,"('brief', 'Lees')","('obj', 'ROOT')",3
11354,"('spelle', 'gaan')","('obj', 'ROOT')",9
11355,"('rond', 'draaien')","('obj', 'conj')",11
11356,"('ijzerdraad', 'gaan')","('nsubj', 'ROOT')",1
11357,"('stuiterding', 'maken')","('obj', 'ROOT')",1
11358,"('nest', 'bouwen')","('obj', 'xcomp')",9
11359,"('baby', 'maken')","('nsubj', 'ROOT')",1
11360,"('mond', 'doen')","('obj', 'xcomp')",1
11361,"('passagier', 'vervoeren')","('nsubj', 'ROOT')",6
11362,"('tanken', 'vervoeren')","('obj', 'ROOT')",1
11363,"('laadbak', 'besturen')","('obj', 'ROOT')",1
11364,"('varken', 'zien')","('obj', 'ROOT')",10
11365,"('dik', 'beer')","('amod', 'nsubj')",1
11366,"('zijn', 'typen')","('cop', 'conj')",8
11367,"('kind', 'schrijven')","('nsubj', 'conj')",35
11368,"('w8', 'schrijven')","('obj', 'conj')",17
11369,"('vaak', 'kind')","('amod', 'nsubj')",1
11370,"('woord', 'wachten')","('obj', 'ccomp')",4
11371,"('allermooist', 'vinden')","('obj', 'ROOT')",1
11372,"('snelweg', 'zijn')","('nsubj', 'ROOT')",2
11373,"('trein', 'rijden')","('obj', 'conj')",1
11374,"('trein', 'gaan')","('nsubj', 'ROOT')",7
11375,"('trein', 'halen')","('nsubj', 'ROOT')",1
11376,"('km', 'halen')","('obj', 'ROOT')",2
11377,"('berg', 'beklimmen')","('obj', 'ROOT')",5
11378,"('berg', 'hoog')","('nsubj', 'ROOT')",2
11379,"('uitzicht', 'hebben')","('obj', 'conj')",9
11380,"('2014', 'jaar')","('nsubj', 'ROOT')",1
11381,"('WK', 'beginnen')","('nsubj', 'ROOT')",12
11382,"('Nederland', 'winnen')","('nsubj', 'ROOT')",27
11383,"('hockey', 'schaatsen')","('nsubj', 'ROOT')",1
11384,"('14', 'finale')","('nsubj', 'ROOT')",1
11385,"('zijn', 'finale')","('cop', 'ROOT')",17
11386,"('zijn', 'Den')","('cop', 'ROOT')",2
11387,"('vrouw', 'zitten')","('nsubj', 'ROOT')",6
11388,"('man', 'finale')","('nsubj', 'ROOT')",1
11389,"('moeten', 'finale')","('cop', 'ROOT')",2
11390,"('half', 'finale')","('amod', 'ROOT')",3
11391,"('rondvaart', 'maken')","('obj', 'ROOT')",3
11392,"('vragen', 'maken')","('obj', 'ROOT')",2
11393,"('Tassen', 'stoppen')","('nsubj', 'ROOT')",1
11394,"('baas', 'verdienen')","('nsubj', 'conj')",2
11395,"('geld', 'verdienen')","('obj', 'conj')",108
11396,"('drinken', 'krijgen')","('obj', 'ROOT')",12
11397,"('mens', 'bellen')","('obj', 'conj')",16
11398,"('zijn', 'onzin')","('cop', 'conj')",17
11399,"('zijn', 'fan')","('cop', 'ROOT')",88
11400,"('poster', 'hebben')","('obj', 'ROOT')",5
11401,"('concert', 'zijn')","('nsubj', 'ROOT')",7
11402,"('zijn', 'uitverkopen')","('cop', 'xcomp')",1
11403,"('handtekening', 'willen')","('obj', 'ROOT')",3
11404,"('One', 'leuk')","('nsubj', 'ROOT')",1
11405,"('zijn', 'knap')","('cop', 'conj')",26
11406,"('ticket', 'willen')","('obj', 'ROOT')",1
11407,"('berich', 'sturen')","('obj', 'conj')",14
11408,"('mama', 'gaan')","('nsubj', 'ROOT')",74
11409,"('boer', 'zitten')","('nsubj', 'ccomp')",1
11410,"('optocht', 'bedoelen')","('obj', 'conj')",1
11411,"('zijn', 'Jammie')","('cop', 'ROOT')",1
11412,"('zijn', 'hamster')","('cop', 'ROOT')",19
11413,"('goud', 'hamster')","('obj', 'ROOT')",1
11414,"('kooi', 'groot')","('nsubj', 'ROOT')",9
11415,"('slaaphok', 'hebben')","('obj', 'conj')",1
11416,"('ander', 'hok')","('amod', 'conj')",2
11417,"('voer', 'krijgen')","('obj', 'ROOT')",20
11418,"('vers', 'water')","('amod', 'conj')",6
11419,"('groot', 'dier')","('amod', 'nsubj')",25
11420,"('zwart', 'dier')","('amod', 'nsubj')",1
11421,"('zijn', 'los')","('cop', 'ROOT')",20
11422,"('baan', 'veranderen')","('obj', 'conj')",1
11423,"('tante', 'binnenkomen')","('nsubj', 'conj')",1
11424,"('huis', 'opruimen')","('obj', 'ROOT')",1
11425,"('tante', 'komen')","('nsubj', 'conj')",8
11426,"('thee', 'drinken')","('obj', 'ROOT')",6
11427,"('Elma', 'spelen')","('nsubj', 'ROOT')",1
11428,"('vogel', 'overlijden')","('nsubj', 'ROOT')",3
11429,"('vogel', 'licht')","('nsubj', 'ROOT')",29
11430,"('zijn', 'licht')","('cop', 'ROOT')",60
11431,"('Vogels', 'trekken')","('nsubj', 'ROOT')",6
11432,"('vliegtuig', 'overlijden')","('nsubj', 'ROOT')",2
11433,"('mens', 'ademen')","('obj', 'ROOT')",1
11434,"('Mike', 'slaan')","('nsubj', 'ROOT')",1
11435,"('verjaardag', 'vieren')","('obj', 'ROOT')",47
11436,"('piepstem', 'krijgen')","('obj', 'ROOT')",1
11437,"('kind', 'uitnodigen')","('obj', 'ROOT')",5
11438,"('taart', 'hebben')","('obj', 'ROOT')",17
11439,"('Andy', 'gaan')","('nsubj', 'conj')",1
11440,"('Roze', 'neus')","('amod', 'ROOT')",1
11441,"('speelgoed', 'vinden')","('obj', 'ROOT')",4
11442,"('mooi', 'hart')","('amod', 'obj')",1
11443,"('mooi', 'poot')","('amod', 'conj')",3
11444,"('mooi', 'gezicht')","('amod', 'conj')",1
11445,"('mooi', 'oog')","('amod', 'conj')",2
11446,"('zijn', 'tv-gekeken')","('cop', 'ROOT')",1
11447,"('Sterren', 'springen')","('obj', 'ROOT')",2
11448,"('zombie', 'doen')","('obj', 'conj')",1
11449,"('walvis', 'maken')","('obj', 'ROOT')",1
11450,"('eigen', 'pak')","('amod', 'conj')",1
11451,"('Sinterklaas', 'maken')","('obj', 'ROOT')",1
11452,"('spel', 'uitkiezen')","('obj', 'ROOT')",1
11453,"('meidenspel', 'uitkiezen')","('obj', 'ROOT')",1
11454,"('vliegtuig', 'opslaan')","('nsubj', 'ROOT')",2
11455,"('plas', 'opslaan')","('obj', 'ROOT')",1
11456,"('vogel', 'besturen')","('obj', 'ROOT')",18
11457,"('Engels', 'tekening')","('amod', 'obl')",1
11458,"('liedje', 'oefenen')","('obj', 'xcomp')",3
11459,"('zijn', 'lastig')","('cop', 'conj')",35
11460,"('Engels', 'dag')","('amod', 'obj')",9
11461,"('klas', 'gaan')","('obj', 'ROOT')",18
11462,"('liedje', 'zingen')","('obj', 'xcomp')",17
11463,"('boerderijdier', 'bekijken')","('obj', 'conj')",1
11464,"('Engels', 'bus')","('amod', 'obl')",25
11465,"('high', 'beginnen')","('nsubj', 'ROOT')",2
11466,"('zijn', 'smullen')","('cop', 'ROOT')",7
11467,"('sandwiche', 'zijn')","('nsubj', 'ROOT')",1
11468,"('Piet', 'maken')","('obj', 'ROOT')",5
11469,"('letter', 'maken')","('nsubj', 'ROOT')",4
11470,"('vriendinne', 'willen')","('nsubj', 'ROOT')",1
11471,"('gedicht', 'hebben')","('obj', 'ROOT')",2
11472,"('koffer', 'krijgen')","('obj', 'conj')",5
11473,"('Kind', 'doen')","('nsubj', 'ROOT')",3
11474,"('Kinderen', 'kunnen')","('nsubj', 'ROOT')",8
11475,"('illegaal', 'ding')","('amod', 'obl')",1
11476,"('idee', 'weten')","('obj', 'ROOT')",2
11477,"('tipitenten', 'maken')","('obj', 'ROOT')",1
11478,"('natuurlijk', 'totempal')","('amod', 'conj')",1
11479,"('juf', 'plaatsvinden')","('nsubj', 'ROOT')",4
11480,"('blik', 'pakken')","('obj', 'ROOT')",8
11481,"('bruin', 'brood')","('amod', 'conj')",14
11482,"('ananas', 'leg')","('obj', 'ROOT')",18
11483,"('plak', 'pak')","('obj', 'ROOT')",31
11484,"('gas', 'Zet')","('obj', 'ROOT')",2
11485,"('boter', 'leggen')","('obj', 'conj')",11
11486,"('deksel', 'leggen')","('obj', 'ROOT')",34
11487,"('brood', 'wachten')","('nsubj', 'ROOT')",1
11488,"('mens', 'brengen')","('obj', 'conj')",12
11489,"('vogel', 'klimmen')","('nsubj', 'ROOT')",4
11490,"('lucht', 'kunnen')","('obj', 'conj')",5
11491,"('vogel', 'kwetteren')","('nsubj', 'ROOT')",1
11492,"('ding', 'kwetteren')","('obj', 'ROOT')",1
11493,"('vliegen', 'kwetteren')","('nsubj', 'ROOT')",1
11494,"('mens', 'stap')","('nsubj', 'ROOT')",7
11495,"('vogels', 'klein')","('nsubj', 'ROOT')",14
11496,"('brood', 'halen')","('obj', 'xcomp')",16
11497,"('lekker', 'gondel')","('amod', 'obl')",1
11498,"('nieuw', 'restaurant')","('amod', 'nsubj:pass')",1
11499,"('Frööd', 'heten')","('nsubj', 'conj')",1
11500,"('papa', 'Kom')","('nsubj', 'ROOT')",1
11501,"('Roos', 'vinden')","('nsubj', 'ROOT')",6
11502,"('kuiken', 'gaan')","('nsubj', 'ROOT')",3
11503,"('kuiken', 'zijn')","('nsubj', 'conj')",1
11504,"('Koen', 'komen')","('nsubj', 'conj')",2
11505,"('moeder', 'zoeken')","('nsubj', 'ROOT')",6
11506,"('Koen', 'vinden')","('nsubj', 'conj')",1
11507,"('Koen', 'denken')","('nsubj', 'ROOT')",2
11508,"('moeder', 'zeggen')","('obj', 'ccomp')",5
11509,"('zijn', 'Verdwaald')","('nsubj', 'ROOT')",1
11510,"('zijn', 'Verdwaald')","('cop', 'ROOT')",2
11511,"('zijn', 'verdrietig')","('nsubj', 'ROOT')",1
11512,"('chocolademunt', 'krijgen')","('obj', 'ROOT')",3
11513,"('papa', 'krijgen')","('nsubj', 'ROOT')",5
11514,"('LEGO', 'krijgen')","('obj', 'ROOT')",3
11515,"('weg', 'bang')","('obj', 'conj')",2
11516,"('sport', 'leuk')","('nsubj', 'conj')",2
11517,"('motorcross', 'doen')","('obj', 'ROOT')",2
11518,"('moeten', 'volwassen')","('cop', 'ROOT')",1
11519,"('mobieltje', 'duur')","('nsubj', 'ROOT')",13
11520,"('zijn', 'jong')","('cop', 'ccomp')",218
11521,"('som', 'uitrekenen')","('obj', 'conj')",1
11522,"('veel', 'spelen')","('obj', 'ROOT')",22
11523,"('vuurwerk', 'afsteken')","('obj', 'conj')",18
11524,"('ro', 'exploderen')","('nsubj', 'ROOT')",1
11525,"('attractie', 'zijn')","('nsubj', 'conj')",8
11526,"('attractie', 'heten')","('nsubj', 'ROOT')",1
11527,"('veel', 'leren')","('obj', 'ccomp')",23
11528,"('dierentuin', 'proberen')","('nsubj', 'ROOT')",6
11529,"('leefomgeving', 'laten')","('obj', 'xcomp')",1
11530,"('echt', 'leefomgeving')","('amod', 'obj')",4
11531,"('rest', 'spelen')","('obj', 'ccomp')",3
11532,"('zijn', 'oneerlijk')","('cop', 'conj')",8
11533,"('Jasper', 'laten')","('obj', 'conj')",1
11534,"('oogmeting', 'laten')","('obj', 'xcomp')",1
11535,"('brillenzaak', 'zitten')","('nsubj', 'conj')",1
11536,"('een', 'willen')","('nsubj', 'conj')",1
11537,"('ding', 'zien')","('obj', 'conj')",26
11538,"('zijn', 'lezen')","('cop', 'ccomp')",1
11539,"('winkel', 'hebben')","('nsubj', 'ROOT')",3
11540,"('echt', 'bril')","('amod', 'obj')",1
11541,"('leuk', 'bril')","('amod', 'obj')",2
11542,"('winkel', 'bril')","('nsubj', 'ROOT')",1
11543,"('leuk', 'winkel')","('amod', 'nsubj')",5
11544,"('ander', 'winkel')","('amod', 'obl')",12
11545,"('brill', 'hebben')","('obj', 'conj')",1
11546,"('saai', 'brill')","('amod', 'obj')",1
11547,"('leuk', 'dier')","('amod', 'conj')",14
11548,"('cool', 'dier')","('amod', 'conj')",1
11549,"('eng', 'soort')","('amod', 'nmod')",1
11550,"('wild', 'leven')","('amod', 'nmod')",45
11551,"('klein', 'dierentuin')","('amod', 'ROOT')",1
11552,"('groot', 'dierentuin')","('amod', 'ROOT')",3
11553,"('wolven', 'zien')","('obj', 'ROOT')",4
11554,"('coole', 'dier')","('amod', 'ROOT')",3
11555,"('sommig', 'hebben')","('nsubj', 'ROOT')",25
11556,"('groot', 'dierentuin')","('amod', 'obj')",6
11557,"('wan', 'leren')","('nsubj', 'ROOT')",1
11558,"('verzorger', 'bijverdienen')","('nsubj', 'ROOT')",1
11559,"('geld', 'bijverdienen')","('obj', 'ROOT')",1
11560,"('verzorger', 'hebben')","('nsubj', 'conj')",1
11561,"('baan', 'hebben')","('obj', 'conj')",12
11562,"('juf', 'vertellen')","('nsubj', 'ROOT')",10
11563,"('zijn', 'eindfeest')","('cop', 'ROOT')",2
11564,"('Max', 'gaan')","('nsubj', 'ROOT')",26
11565,"('Rik', 'gaan')","('nsubj', 'ROOT')",6
11566,"('eten', 'staan')","('nsubj', 'ROOT')",8
11567,"('toe', 'eten')","('obj', 'xcomp')",2
11568,"('stuk', 'pakken')","('obj', 'xcomp')",2
11569,"('hel', 'breken')","('nsubj', 'ROOT')",1
11570,"('Joost', 'willen')","('nsubj', 'ROOT')",2
11571,"('Gijs', 'raken')","('obj', 'xcomp')",1
11572,"('Pepein', 'raken')","('nsubj', 'conj')",1
11573,"('taart', 'gevecht')","('nsubj', 'xcomp')",1
11574,"('Mase', 'gooit')","('nsubj', 'conj')",1
11575,"('schoen', 'gooit')","('obj', 'conj')",1
11576,"('juf', 'raken')","('nsubj', 'conj')",1
11577,"('juf', 'barstte')","('nsubj', 'conj')",1
11578,"('eind', 'feest')","('nsubj', 'ROOT')",1
11579,"('goed', 'eind')","('amod', 'nsubj')",1
11580,"('stuk', 'struikelen')","('nsubj', 'ROOT')",1
11581,"('juf', 'zijn')","('nsubj', 'ROOT')",20
11582,"('leuk', 'juf')","('amod', 'ROOT')",7
11583,"('zijn', 'juf')","('cop', 'ccomp')",5
11584,"('juf', 'vinden')","('obj', 'ROOT')",15
11585,"('zijn', 'ramp')","('cop', 'ROOT')",49
11586,"('Anna', 'heten')","('obj', 'ROOT')",2
11587,"('jongen', 'heten')","('nsubj', 'ROOT')",26
11588,"('Bink', 'heten')","('obj', 'ROOT')",1
11589,"('Maike', 'kind')","('nsubj', 'ROOT')",1
11590,"('mooi', 'kind')","('amod', 'ROOT')",1
11591,"('jongen', 'verliefd')","('nsubj', 'ROOT')",4
11592,"('vader', 'lief')","('nsubj', 'ROOT')",5
11593,"('moeder', 'stom')","('nsubj', 'ROOT')",1
11594,"('juf', 'nachtmerrie')","('nsubj', 'ROOT')",1
11595,"('zijn', 'nachtmerrie')","('cop', 'ROOT')",21
11596,"('eigen', 'keuze')","('amod', 'ROOT')",25
11597,"('juf', 'hoor')","('nsubj', 'ROOT')",1
11598,"('zijn', 'grap')","('cop', 'ROOT')",44
11599,"('middelbaar', 'school')","('amod', 'ROOT')",9
11600,"('Klieren', 'doen')","('obj', 'xcomp')",1
11601,"('zijn', 'kreng')","('cop', 'ROOT')",2
11602,"('rot', 'juf')","('amod', 'ROOT')",1
11603,"('keer', 'denken')","('obj', 'ROOT')",2
11604,"('moeder', 'lief')","('nsubj', 'ROOT')",9
11605,"('humeur', 'hebben')","('obj', 'ROOT')",7
11606,"('goed', 'humeur')","('amod', 'obj')",5
11607,"('vader', 'overlijden')","('nsubj', 'ROOT')",13
11608,"('zijn', 'overlijden')","('cop', 'ROOT')",12
11609,"('zijn', 'vader')","('cop', 'ccomp')",13
11610,"('goed', 'hart')","('amod', 'obj')",1
11611,"('lief', 'juf')","('amod', 'ROOT')",11
11612,"('naam', 'Rinneke')","('nsubj', 'ROOT')",1
11613,"('zijn', 'Rinneke')","('cop', 'ROOT')",1
11614,"('Wim', 'klaar')","('nsubj', 'ROOT')",12
11615,"('fiets', 'zoeken')","('obj', 'ROOT')",19
11616,"('vriend', 'weggefietsen')","('nsubj', 'ROOT')",1
11617,"('zijn', 'weggefietsen')","('cop', 'ROOT')",1
11618,"('paad', 'lopen')","('obj', 'ROOT')",1
11619,"('donker', 'paad')","('amod', 'obj')",1
11620,"('Wim', 'schriken')","('nsubj', 'ROOT')",8
11621,"('worden', 'nat')","('cop', 'ROOT')",15
11622,"('scheur', 'zitten')","('nsubj', 'conj')",43
11623,"('zijn', 'konijnt')","('cop', 'ROOT')",2
11624,"('Wim', 'haalt')","('nsubj', 'ROOT')",2
11625,"('adem', 'haalt')","('obj', 'ROOT')",2
11626,"('moeder', 'staan')","('nsubj', 'ROOT')",32
11627,"('anaconda', 'wurgen')","('nsubj', 'ROOT')",3
11628,"('anaconda', 'afhalen')","('obj', 'ccomp')",1
11629,"('zijn', 'lijm')","('cop', 'conj')",1
11630,"('anaconda', 'boos')","('nsubj', 'ROOT')",2
11631,"('appelflapp', 'maken')","('obj', 'ccomp')",25
11632,"('schil', 'hebben')","('obj', 'ROOT')",2
11633,"('lepel', 'pak')","('obj', 'ROOT')",8
11634,"('rand', 'Laat')","('obj', 'ROOT')",1
11635,"('klein', 'rand')","('amod', 'obj')",1
11636,"('persoon', 'vervoeren')","('nsubj', 'ROOT')",1
11637,"('vliegtuig', 'zien')","('obj', 'ROOT')",34
11638,"('zacht', 'vliegtuig')","('amod', 'ROOT')",1
11639,"('vliegtuig', 'dier')","('obj', 'ROOT')",6
11640,"('vogel', 'boos')","('nsubj', 'ROOT')",2
11641,"('zijn', 'verdrietig')","('cop', 'conj')",54
11642,"('vogel', 'voelen')","('nsubj', 'ROOT')",9
11643,"('vliegtuig', 'voelen')","('obj', 'ROOT')",2
11644,"('olie', 'eten')","('obj', 'ROOT')",4
11645,"('hobby', 'tramrijd')","('nsubj', 'ROOT')",1
11646,"('zijn', 'tramrijd')","('cop', 'ROOT')",1
