,lemma1,lemma2,freq
44865,heel,kledingsmaak,1
44866,heel,kleintje,1
44867,heel,kleren,20
44868,heel,klerenkast,1
44869,heel,kleur,9
44870,heel,kleuren,3
44871,heel,kleurplaat,2
44872,heel,kleurtje,2
44873,heel,klimboom,1
44874,heel,klussen,11
44875,heel,knallen,4
44876,heel,knap,1
44877,heel,knie,17
44878,heel,knikker,2
44879,heel,knoop,1
44880,heel,knuffel,2
44881,heel,knuffelen,2
44882,heel,koek,1
44883,heel,koelkast,1
44884,heel,koelmachine,1
44885,heel,koffer,2
44886,heel,kokosnoot,1
44887,heel,konijn,2
44888,heel,konijntje,1
44889,heel,koning,1
44890,heel,koningin,1
44891,heel,koninkrijk,2
44892,heel,kooi,29
44893,heel,koppen,1
44894,heel,kostuum,1
44895,heel,kraal,1
44896,heel,kraaloogje,1
44897,heel,kraampje,1
44898,heel,krabben,1
44899,heel,krent,1
44900,heel,kring,1
44901,heel,krokodil,1
44902,heel,kronen,4
44903,heel,kroonluchter,1
44904,heel,ktm,1
44905,heel,kudde,5
44906,heel,kunst,1
44907,heel,kunstje,25
44908,heel,kunstwerk,1
44909,heel,kussen,1
44910,heel,kwaad,12
44911,heel,kwaliteit,2
44912,heel,kwispelbeweging,1
44913,heel,laarzen,3
44914,heel,lachen,1
44915,heel,lamp,1
44916,heel,lampion,4
44917,heel,lampje,1
44918,heel,land,53
44919,heel,landingsbaan,1
44920,heel,landschap,1
44921,heel,landschildpadden,1
44922,heel,langpoot,1
44923,heel,lappen,4
44924,heel,lasten,3
44925,heel,leefgebied,1
44926,heel,leefruimte,2
44927,heel,leeg,10
44928,heel,leerzaam,1
44929,heel,lego-gebouw,1
44930,heel,lekkernij,1
44931,heel,leraar,2
44932,heel,lerares,2
44933,heel,leren,1
44934,heel,les,3
44935,heel,lessen,6
44936,heel,letter,4
44937,heel,leuk,7
44938,heel,leven,166
44939,heel,lichaam,18
44940,heel,licht,1
44941,heel,lichten,5
44942,heel,lichtje,2
44943,heel,lied,4
44944,heel,liedje,8
44945,heel,lief,3
44946,heel,lieveheersbeest,1
44947,heel,lift,1
44948,heel,liften,1
44949,heel,lijf,9
44950,heel,lijmen,1
44951,heel,likken,2
44952,heel,lilliputter,1
44953,heel,limo,1
44954,heel,lip,1
44955,heel,lol,2
44956,heel,lolly,1
44957,heel,loombandjes,1
44958,heel,luchtbel,1
44959,heel,luchten,3
44960,heel,luiden,3
44961,heel,maand,6
44962,heel,machine,6
44963,heel,mal,2
44964,heel,malen,7
44965,heel,mama,1
44966,heel,man,20
44967,heel,mand,1
44968,heel,manege,3
44969,heel,manen,2
44970,heel,manier,4
44971,heel,mast,1
44972,heel,matten,1
44973,heel,meester,6
44974,heel,meid,3
44975,heel,meisje,2
44976,heel,meivakantie,1
44977,heel,meneer,2
44978,heel,menigte,1
44979,heel,mens,22
44980,heel,menu,1
44981,heel,meter,1
44982,heel,mevrouw,3
44983,heel,middag,62
44984,heel,milkshake,1
44985,heel,mishandeling,1
44986,heel,mix,1
44987,heel,mobieltje,1
44988,heel,modder,1
44989,heel,modderplas,1
44990,heel,moeder,1
44991,heel,moeite,1
44992,heel,molen,1
44993,heel,moment,2
44994,heel,monsteren,1
44995,heel,mooi,1
44996,heel,motor,9
44997,heel,mug,1
44998,heel,muis,4
44999,heel,musical,4
45000,heel,muts,1
45001,heel,muur,4
45002,heel,muziek,13
45003,heel,naam,10
45004,heel,nacht,62
45005,heel,nagel,5
45006,heel,nageltje,1
45007,heel,natuur,3
45008,heel,nekken,2
45009,heel,nemen,3
45010,heel,net,1
45011,heel,neus,1
45012,heel,neusgat,1
45013,heel,neuzen,22
45014,heel,nummer,2
45015,heel,oceaan,1
45016,heel,ochtend,19
45017,heel,oefening,2
45018,heel,oliën,6
45019,heel,oma,1
45020,heel,omgeving,1
45021,heel,ondertiteling,1
45022,heel,ontbijten,1
45023,heel,oog,12
45024,heel,oogje,1
45025,heel,oogsten,1
45026,heel,oor,17
45027,heel,oorbel,1
45028,heel,oorlog,1
45029,heel,oortje,1
45030,heel,opa,2
45031,heel,opdracht,1
45032,heel,opleiding,1
45033,heel,oplossing,1
45034,heel,opluchting,3
45035,heel,oppasser,1
45036,heel,optocht,1
45037,heel,optreden,3
45038,heel,orkest,3
45039,heel,ouder,6
45040,heel,outfit,1
45041,heel,overblijfjuffen,1
45042,heel,overbuur,1
45043,heel,paard,3
45044,heel,paardrijles,1
45045,heel,paasfeest,1
45046,heel,pad,1
45047,heel,paddenstoel,2
45048,heel,pak,4
45049,heel,pakje,5
45050,heel,pakjesavond,1
45051,heel,pakken,8
45052,heel,pakket,1
45053,heel,paleis,3
45054,heel,pallet,1
45055,heel,pan,9
45056,heel,panna,1
45057,heel,papa,1
45058,heel,paraplu,1
45059,heel,parapluutje,3
45060,heel,parcours,2
45061,heel,park,14
45062,heel,parkeerplaats,3
45063,heel,party,1
45064,heel,pasje,1
45065,heel,paspop,1
45066,heel,pauze,3
45067,heel,piepgeluid,1
45068,heel,pieptoon,1
45069,heel,piet,2
45070,heel,pietenhuis,1
45071,heel,pijn,47
45072,heel,pizza,2
45073,heel,plaatje,2
45074,heel,plakken,1
45075,heel,plan,1
45076,heel,planeet,1
45077,heel,plannen,6
45078,heel,planten,3
45079,heel,plassen,11
45080,heel,plein,1
45081,heel,plek,9
45082,heel,plekje,1
45083,heel,ploeg,1
45084,heel,plons,1
45085,heel,podium,1
45086,heel,poepen,1
45087,heel,poes,1
45088,heel,politie,1
45089,heel,pols,1
45090,heel,pony,9
45091,heel,poort,2
45092,heel,poos,6
45093,heel,pootje,1
45094,heel,poppen,6
45095,heel,poppetje,1
45096,heel,poten,11
45097,heel,potten,4
45098,heel,praalwagen,2
45099,heel,pretpark,4
45100,heel,prijs,2
45101,heel,prins,1
45102,heel,prinses,2
45103,heel,privéjacht,1
45104,heel,profvoetbal-,1
45105,heel,profvoetbalster,1
45106,heel,programma,3
45107,heel,publiek,4
45108,heel,puiloog,1
45109,heel,punt,4
45110,heel,pup,1
45111,heel,puppy,4
45112,heel,puppyy,1
45113,heel,puzzel,1
45114,heel,raadsel,1
45115,heel,racebaan,1
45116,heel,racen,1
45117,heel,racket,1
45118,heel,radio,1
45119,heel,ramen,1
45120,heel,ramp,2
45121,heel,rara,2
45122,heel,rat,2
45123,heel,ravage,1
45124,heel,redding,1
45125,heel,rede,2
45126,heel,reden,1
45127,heel,reeks,1
45128,heel,reepje,1
45129,heel,regelen,1
45130,heel,reizen,9
45131,heel,rendier,1
45132,heel,rennen,1
45133,heel,renner,1
45134,heel,reparatie,1
45135,heel,repetitie,1
45136,heel,restaurant,1
45137,heel,reu,1
45138,heel,reuk,1
45139,heel,rib,1
45140,heel,rij,1
45141,heel,rijen,13
45142,heel,riool,1
45143,heel,risotto,1
45144,heel,ritten,2
45145,heel,rivier,1
45146,heel,rol,1
45147,heel,rollen,1
45148,heel,rommelmarkt,1
45149,heel,ronde,7
45150,heel,rondje,3
45151,heel,rondleiding,3
45152,heel,rooien,1
45153,heel,rookwolk,1
45154,heel,rots,1
45155,heel,route,2
45156,heel,rozet,1
45157,heel,rozijn,1
45158,heel,rug,1
45159,heel,rugzak,1
45160,heel,ruimte,3
45161,heel,ruiter,1
45162,heel,rukken,1
45163,heel,salto,1
45164,heel,sauna,1
45165,heel,savanne,1
45166,heel,schaafwond,3
45167,heel,schaal,3
45168,heel,schaduwen,1
45169,heel,scheet,1
45170,heel,schelp,3
45171,heel,schermen,3
45172,heel,schermster,1
45173,heel,scherpen,4
45174,heel,scheten,1
45175,heel,scheuren,4
45176,heel,schillen,1
45177,heel,schip,4
45178,heel,schoen,10
45179,heel,scholen,134
45180,heel,schommelen,1
45181,heel,schoolgebouw,1
45182,heel,schooljaar,1
45183,heel,schoolplein,4
45184,heel,schoolreis,1
45185,heel,schoolweek,1
45186,heel,schoppen,1
45187,heel,schuilen,1
45188,heel,schuilplaats,1
45189,heel,schuren,4
45190,heel,seizoen,1
45191,heel,serie,2
45192,heel,sfeer,1
45193,heel,shirt,2
45194,heel,show,4
45195,heel,site,1
45196,heel,situatie,1
45197,heel,skelter,1
45198,heel,slaapkamer,3
45199,heel,slagroomtaart,1
45200,heel,slechterik,1
45201,heel,sleutelen,1
45202,heel,slot,1
45203,heel,slurven,1
45204,heel,smiley,2
45205,heel,sms,1
45206,heel,sms-talen,1
45207,heel,snavel,3
45208,heel,sneeuwbal,1
45209,heel,snoep,1
45210,heel,snoepje,1
45211,heel,snoepkraam,2
45212,heel,snuiten,1
45213,heel,sok,1
45214,heel,som,1
45215,heel,soort,5
45216,heel,spannen,1
45217,heel,speakers,1
45218,heel,speedboot,1
45219,heel,speelgoed,1
45220,heel,speelgoedwinkel,1
45221,heel,speelkamer,1
45222,heel,speelparadijs,1
45223,heel,speelplaats,2
45224,heel,speelster,5
45225,heel,speeltuin,17
45226,heel,speeltuintje,1
45227,heel,spel,21
45228,heel,speler,4
45229,heel,spellen,3
45230,heel,spelletje,35
45231,heel,speurder,1
45232,heel,speurdieren,1
45233,heel,speurhond,1
45234,heel,speurneus,1
45235,heel,spiegel,1
45236,heel,spin,2
45237,heel,spinnen,16
45238,heel,spinnenweb,1
45239,heel,spits,1
45240,heel,spookhuis,1
45241,heel,sporen,1
45242,heel,sport,1
45243,heel,sporten,9
45244,heel,sportschool,2
45245,heel,sportvereniging,1
45246,heel,sportwagen,1
45247,heel,springen,2
45248,heel,springpony,1
45249,heel,sprinkhaan,1
45250,heel,sprookjesbos,1
45251,heel,spul,9
45252,heel,spulletje,1
45253,heel,staaf,1
45254,heel,staartje,1
45255,heel,stad,42
45256,heel,stadion,6
45257,heel,staf,1
45258,heel,stallen,3
45259,heel,stammen,1
45260,heel,stapelen,2
45261,heel,stapje,1
45262,heel,staren,3
45263,heel,steen,1
45264,heel,stem,1
45265,heel,stemmen,10
45266,heel,stenen,4
45267,heel,ster,1
45268,heel,sterken,1
45269,heel,sterretje,1
45270,heel,steur,1
45271,heel,stick,1
45272,heel,stiefmoeder,1
45273,heel,stier,1
45274,heel,stijl,1
45275,heel,stjes,1
45276,heel,stoel,1
45277,heel,stoelen,4
45278,heel,stoep,1
45279,heel,stormen,2
45280,heel,straat,22
45281,heel,straf,2
45282,heel,straffen,1
45283,heel,stranden,1
45284,heel,stripverhaal,1
45285,heel,stromen,1
45286,heel,struik,1
45287,heel,stuk,42
45288,heel,stukje,16
45289,heel,stunt,1
45290,heel,succes,1
45291,heel,suikerspin,1
45292,heel,superheld,1
45293,heel,supermarkt,1
45294,heel,superzwembad,1
45295,heel,surprise,1
45296,heel,taart,9
45297,heel,tafelen,2
45298,heel,tak,2
45299,heel,talen,7
45300,heel,tand,45
45301,heel,tandje,2
45302,heel,tankstation,1
45303,heel,tas,5
45304,heel,team,36
45305,heel,techniek,1
45306,heel,tegenstander,2
45307,heel,tekening,6
45308,heel,tekst,15
45309,heel,telefoon,3
45310,heel,televisie,2
45311,heel,tempo,1
45312,heel,tent,3
45313,heel,terrein,1
45314,heel,terugreis,1
45315,heel,tij,1
45316,heel,tijd,1448
45317,heel,tikje,1
45318,heel,tip,1
45319,heel,tocht,1
45320,heel,toekomst,2
45321,heel,toernooi,2
45322,heel,toestel,1
45323,heel,toetsen,1
45324,heel,tongen,4
45325,heel,toon,1
45326,heel,top,1
45327,heel,toren,4
45328,heel,touw,2
45329,heel,touwtje,1
45330,heel,traditie,2
45331,heel,trainer,6
45332,heel,training,2
45333,heel,trampoline,2
45334,heel,trappen,3
45335,heel,trein,4
45336,heel,troep,2
45337,heel,trompettist,1
45338,heel,tronen,1
45339,heel,truc,1
45340,heel,trucje,7
45341,heel,tuin,2
45342,heel,tuinen,34
45343,heel,tuinstoel,1
45344,heel,tv,1
45345,heel,ui,1
45346,heel,uier,1
45347,heel,uitleg,2
45348,heel,uitrusting,1
45349,heel,uitvinding,1
45350,heel,universum,9
45351,heel,uur,3
45352,heel,vaas,1
45353,heel,vacht,2
45354,heel,vader,2
45355,heel,vak,2
45356,heel,vakantie,32
45357,heel,veer,1
45358,heel,veld,37
45359,heel,vellen,4
45360,heel,ventilator,1
45361,heel,verandering,4
45362,heel,verantwoordelijkheid,3
45363,heel,verbetering,1
45364,heel,verblijven,1
45365,heel,verdediging,1
45366,heel,verdienen,1
45367,heel,verdieping,1
45368,heel,veren,1
45369,heel,vereniging,3
45370,heel,verhaal,2
45371,heel,verhalen,147
45372,heel,verjaardag,3
45373,heel,verlijden,1
45374,heel,verrassing,7
45375,heel,verschil,1
45376,heel,verschillen,3
45377,heel,versiering,1
45378,heel,verstopplekken,4
45379,heel,vervoersmiddel,1
45380,heel,verwonding,2
45381,heel,verzameling,3
45382,heel,vet,18
45383,heel,veter,1
45384,heel,villa,10
45385,heel,visse,5
45386,heel,vissen,1
45387,heel,vitrinekast,1
45388,heel,vlag,1
45389,heel,vlek,2
45390,heel,vleugel,6
45391,heel,vliegtuig,6
45392,heel,vliegtuigje,1
45393,heel,vlinder,2
45394,heel,vloeren,3
45395,heel,vluchten,2
45396,heel,voeding,1
45397,heel,voertuig,2
45398,heel,voet,7
45399,heel,voetbalclub,2
45400,heel,voetballen,1
45401,heel,voetballer,3
45402,heel,voetbalspeelster,1
45403,heel,voetbalster,1
45404,heel,vogelspin,3
45405,heel,volk,2
45406,heel,volleybalclub,1
45407,heel,volleybalster,1
45408,heel,volleybalsters,1
45409,heel,voorbeeld,1
45410,heel,voorraad,1
45411,heel,voortuin,1
45412,heel,vormpje,1
45413,heel,vraag,2
45414,heel,vracht,1
45415,heel,vrachtwagen,1
45416,heel,vriend,27
45417,heel,vriendengroep,3
45418,heel,vriendin,18
45419,heel,vriendinnetje,3
45420,heel,vriendje,3
45421,heel,vriendschap,1
45422,heel,vrijdagochtend,1
45423,heel,vrouw,5
45424,heel,vuurwerk,3
45425,heel,waag,2
45426,heel,wagen,1
45427,heel,wagon,1
45428,heel,walsen,2
45429,heel,wandeling,1
45430,heel,wapen,3
45431,heel,waterbed,1
45432,heel,waterdicht,1
45433,heel,wateren,4
45434,heel,waterglijbaan,2
45435,heel,waterpark,1
45436,heel,waterpolokeeper,1
45437,heel,waterval,2
45438,heel,wc,1
45439,heel,wedstrijd,20
45440,heel,weeg,2
45441,heel,week,95
45442,heel,weekeinde,1
45443,heel,weekend,17
45444,heel,weer,1
45445,heel,weg,12
45446,heel,wegbrengen,1
45447,heel,wei,1
45448,heel,weide,1
45449,heel,welpje,1
45450,heel,wereld,404
45451,heel,wereldbol,2
45452,heel,werelddeel,1
45453,heel,wereldreis,1
45454,heel,werk,1
45455,heel,werkstuk,2
45456,heel,werkwoord,4
45457,heel,wezen,2
45458,heel,wheelie,1
45459,heel,wijk,1
45460,heel,wijken,10
45461,heel,winden,3
45462,heel,windvlaag,2
45463,heel,winkel,3
45464,heel,winkelen,5
45465,heel,winter,1
45466,heel,wol,1
45467,heel,wolk,4
45468,heel,wonden,2
45469,heel,woonkamer,2
45470,heel,woord,363
45471,heel,woordenboek,1
45472,heel,woordje,1
45473,heel,wortelen,1
45474,heel,wurgslang,1
45475,heel,zaad,1
45476,heel,zaadje,1
45477,heel,zaal,17
45478,heel,zagen,1
45479,heel,zak,1
45480,heel,zakken,15
45481,heel,zand,1
45482,heel,zee,7
45483,heel,zeehondje,2
45484,heel,zeilboot,2
45485,heel,zender,1
45486,heel,ziekenhuis,2
45487,heel,zin,29
45488,heel,zinnen,28
45489,heel,zit,2
45490,heel,zitten,1
45491,heel,zoektocht,1
45492,heel,zolder,1
45493,heel,zombie,1
45494,heel,zomeren,1
45495,heel,zomervakantie,2
45496,heel,zonnebank,1
45497,heel,zonnen,1
45498,heel,zorgen,2
45499,heel,zwembad,6
45500,heel,zwemjuf,1
45501,heel,zwepen,2
45502,heelaheelahooolala,noemen,1
45503,heelal,hebben,1
45504,heelal,kennen,1
45505,heelal,vallen,1
45506,heelal,vinden,1
45507,heelb,eten,1
45508,heele,dag,1
45509,heele,hokken,1
45510,heele,pretpark,1
45511,heele,regenwoud,1
45512,heele,verandering,1
45513,heele,wereld,1
45514,heelekker,vinden,1
45515,heelijk,<unk>,1
45516,heen,komen,1
45517,heen,vroeg,1
45518,heen,zijn,1
45519,heen-,slapen,1
45520,heenweg,doen,1
45521,heenweg,gaan,4
45522,heenweg,hebben,1
45523,heenweg,vallen,2
45524,heenweg,vasthouden,1
45525,heenweg,vinden,1
45526,heenweg,vlieg,1
45527,heenweg,zingen,2
45528,heenweg,zitten,2
45529,heer,afhangen,1
45530,heer,beginnen,1
45531,heer,beschermen,1
45532,heer,bespreken,1
45533,heer,doei,1
45534,heer,geven,1
45535,heer,hebben,1
45536,heer,helpen,1
45537,heer,komen,2
45538,heer,lijken,1
45539,heer,nemen,4
45540,heer,opstaan,1
45541,heer,starten,1
45542,heer,wonen,1
45543,heerlijk,<unk>,11
45544,heerlijk,aardbeienijs,1
45545,heerlijk,appelflap,20
45546,heerlijk,avond,1
45547,heerlijk,bed,2
45548,heerlijk,bergen,1
45549,heerlijk,bladerdeeg,1
45550,heerlijk,boon,1
45551,heerlijk,bord,1
45552,heerlijk,brood,19
45553,heerlijk,bubbelbad,1
45554,heerlijk,buffet,1
45555,heerlijk,chocoladeletter,1
45556,heerlijk,dag,4
45557,heerlijk,diner,1
45558,heerlijk,ding,3
45559,heerlijk,drinkwater,1
45560,heerlijk,dromen,1
45561,heerlijk,eten,6
45562,heerlijk,gerecht,1
45563,heerlijk,geuren,3
45564,heerlijk,hamburger,1
45565,heerlijk,hert,1
45566,heerlijk,ijs,2
45567,heerlijk,ijsje,3
45568,heerlijk,kerstdiner,1
45569,heerlijk,kop,2
45570,heerlijk,limonade,1
45571,heerlijk,limousine,1
45572,heerlijk,luchten,2
45573,heerlijk,lunchen,1
45574,heerlijk,manier,1
45575,heerlijk,natuur,1
45576,heerlijk,olifant,1
45577,heerlijk,ontbijt,2
45578,heerlijk,ontbijten,5
45579,heerlijk,paardrijden,1
45580,heerlijk,paasontbijt,2
45581,heerlijk,pizza,2
45582,heerlijk,rondje,1
45583,heerlijk,rondlopen,1
45584,heerlijk,schaal,1
45585,heerlijk,schepijs,1
45586,heerlijk,smaken,1
45587,heerlijk,snoepen,1
45588,heerlijk,snoepje,1
45589,heerlijk,soep,1
45590,heerlijk,sporten,1
45591,heerlijk,stranden,1
45592,heerlijk,stukje,1
45593,heerlijk,suikerspin,1
45594,heerlijk,taart,2
45595,heerlijk,temperatuur,1
45596,heerlijk,tijd,1
45597,heerlijk,toet,1
45598,heerlijk,tosti,1
45599,heerlijk,tussendoortje,1
45600,heerlijk,vakantie,5
45601,heerlijk,weekend,1
45602,heerlijk,weer,2
45603,heerlijk,zomerdag,1
45604,heerlijk,zonnen,2
45605,heerlijk,zwembad,1
45606,heerser,hebben,1
45607,heerser,zien,1
45608,heet,<unk>,2
45609,heet,chocolademelk,1
45610,heet,dag,4
45611,heet,douchen,2
45612,heet,draak,2
45613,heet,hoepelen,1
45614,heet,jus,1
45615,heet,klimaat,1
45616,heet,kogel,1
45617,heet,kool,14
45618,heet,lamp,1
45619,heet,lichtstraal,1
45620,heet,luchten,2
45621,heet,middag,1
45622,heet,pan,2
45623,heet,peper,2
45624,heet,plaat,15
45625,heet,proberen,1
45626,heet,regenpijp,1
45627,heet,saus,1
45628,heet,seconde,1
45629,heet,soep,1
45630,heet,stenen,1
45631,heet,wateren,1
45632,heet,zand,2
45633,heet,zomer,1
45634,heet,zomerdag,3
45635,heet,zomeren,1
45636,heet,zonnen,1
45637,heetdusie,hebben,1
45638,heete,plaat,1
45639,heey,schieten,1
45640,heey,schrijven,1
45641,heey,zeggen,3
45642,heftig,<unk>,1
45643,heftig,achtbaan,1
45644,heftig,ding,2
45645,heftig,potten,1
45646,heftig,sneeuwstorm,2
45647,heftig,stormen,2
45648,heftig,tijd,2
45649,heftig,voorbeeld,1
45650,heftig,vuurwerk,2
45651,heg,knippen,2
45652,heg,komen,1
45653,heg,snoeien,1
45654,heg,staat,1
45655,heg,zien,1
45656,heg,zijn,1
45657,heg,zitten,1
45658,heggenkniptang,laten,1
45659,hehe,komen,1
45660,hei,doen,3
45661,hei,verkopen,1
45662,hei,vinden,1
45663,heibel,maken,2
45664,heibel,stoppen,1
45665,heidewachter,bestaan,1
45666,heien,maken,1
45667,heien,vinden,3
45668,heilig,boeken,1
45669,heilig,man,3
45670,heiligen,boeken,2
45671,heiligen,bomen,8
45672,heiligen,boom,2
45673,heiligen,communie,2
45674,heiligen,dag,1
45675,heiligen,ketting,1
45676,heiligen,muis,1
45677,heiligen,schelp,1
45678,heiligen,stad,1
45679,heiligen,tempelen,1
45680,heiligen,tent,1
45681,heiligen,veld,2
45682,heimwee,bel,2
45683,heimwee,denken,1
45684,heimwee,hebben,29
45685,heimwee,krijgen,7
45686,heimwee,voorkomen,1
45687,heist,doen,1
45688,heist,heten,1
45689,heists,zijn,1
45690,hek,<unk>,3
45691,hek,blussen,1
45692,hek,bouwen,1
45693,hek,breken,1
45694,hek,dichtdoen,2
45695,hek,doen,12
45696,hek,doorbreken,1
45697,hek,gaan,8
45698,hek,geven,1
45699,hek,gezet,1
45700,hek,grijpen,1
45701,hek,hebben,7
45702,hek,houden,1
45703,hek,klimmen,1
45704,hek,komen,1
45705,hek,kopen,1
45706,hek,kunnen,2
45707,hek,laten,1
45708,hek,leven,1
45709,hek,lopen,1
45710,hek,maken,6
45711,hek,meenemen,1
45712,hek,neerzetten,1
45713,hek,openen,1
45714,hek,openmaken,2
45715,hek,plaats,1
45716,hek,plaatsen,2
45717,hek,rijden,1
45718,hek,schieten,1
45719,hek,snede,1
45720,hek,staan,11
45721,hek,staat,5
45722,hek,stampen,1
45723,hek,tillen,2
45724,hek,vallen,1
45725,hek,vastgrijpen,1
45726,hek,verschijnen,1
45727,hek,volgen,2
45728,hek,waaien,1
45729,hek,weet,2
45730,hek,wild,1
45731,hek,willen,1
45732,hek,woud,1
45733,hek,zet,3
45734,hek,zetten,5
45735,hek,zien,2
45736,hek,zijn,6
45737,hek,zit,4
45738,hek,zitten,11
45739,hekelen,dansen,1
45740,hekelen,hebben,43
45741,hekelen,kopen,3
45742,hekelen,krijgen,2
45743,hekelen,lezen,2
45744,hekelen,loop,2
45745,hekelen,opruimen,2
45746,hekelen,pas,19
45747,hekelen,winkelen,1
45748,hekie,heten,1
45749,hekje,komen,1
45750,hekje,zijn,1
45751,heks,<unk>,1
45752,heks,afspreken,1
45753,heks,antwoorden,2
45754,heks,atten,2
45755,heks,bedanken,1
45756,heks,bedenken,1
45757,heks,beginnen,2
45758,heks,bestaan,3
45759,heks,betoveren,4
45760,heks,bijten,1
45761,heks,brengen,1
45762,heks,dansen,2
45763,heks,denken,3
45764,heks,doen,12
45765,heks,durven,1
45766,heks,eten,1
45767,heks,gaan,16
45768,heks,gebruikt,1
45769,heks,geloven,1
45770,heks,gepakt,1
45771,heks,geraken,1
45772,heks,geven,2
45773,heks,giechelen,1
45774,heks,goedmaken,1
45775,heks,gooien,3
45776,heks,halen,1
45777,heks,hebben,12
45778,heks,heten,6
45779,heks,horen,4
45780,heks,juichen,2
45781,heks,kijken,5
45782,heks,komen,53
45783,heks,krijgen,2
45784,heks,kruipen,1
45785,heks,landen,1
45786,heks,lassen,1
45787,heks,laten,2
45788,heks,leven,2
45789,heks,lopen,3
45790,heks,lukken,2
45791,heks,maken,6
45792,heks,meenemen,1
45793,heks,mompelen,1
45794,heks,nemen,2
45795,heks,noemen,2
45796,heks,omtoveren,1
45797,heks,opgelucht,1
45798,heks,ophalen,1
45799,heks,overheersen,1
45800,heks,pak,1
45801,heks,pakken,4
45802,heks,proberen,1
45803,heks,redden,1
45804,heks,rennen,1
45805,heks,roep,1
45806,heks,roepen,3
45807,heks,schieten,2
45808,heks,schrikken,4
45809,heks,sissen,1
45810,heks,slaan,2
45811,heks,slapen,2
45812,heks,sleuren,1
45813,heks,snappen,1
45814,heks,spel,2
45815,heks,spreken,1
45816,heks,springen,2
45817,heks,staan,6
45818,heks,staat,2
45819,heks,stop,1
45820,heks,stoppen,2
45821,heks,toveren,5
45822,heks,val,1
45823,heks,vallen,2
45824,heks,vastbinden,1
45825,heks,veranderen,3
45826,heks,verdwijnen,1
45827,heks,vermoorden,1
45828,heks,verslaan,7
45829,heks,vervloekt,2
45830,heks,vinden,4
45831,heks,vlieg,1
45832,heks,vliegen,1
45833,heks,vraag,1
45834,heks,vragen,2
45835,heks,vroeg,3
45836,heks,wachten,1
45837,heks,wandelen,1
45838,heks,wild,1
45839,heks,willen,6
45840,heks,wissen,4
45841,heks,wonen,16
45842,heks,worden,2
45843,heks,zeggen,38
45844,heks,zien,26
45845,heks,zijn,34
45846,heks,zit,1
45847,heks,zitten,3
45848,heks,zoeken,1
45849,hekse,feest,1
45850,heksen,komen,1
45851,heksenbezem,gaan,1
45852,heksenbezem,hebben,1
45853,heksenbezem,proberen,15
45854,heksenketel,maken,1
45855,heksenkleding,zien,1
45856,heksenkring,maken,2
45857,heksenkrugeljes,doen,1
45858,heksenpak,zien,2
45859,heksenpot,komen,1
45860,heksenpot,vinden,1
45861,heksensoep,maken,1
45862,heksentocht,maken,1
45863,heksenwoordenboek,hebben,1
45864,hekwerk,hebben,1
45865,held,zijn,1
45866,heldendaad,zeggen,1
45867,heldengevoel,krijgen,1
45868,helder,<unk>,1
45869,helder,gevoelen,1
45870,helder,luchten,1
45871,helder,nacht,2
45872,helder,sterrenhemel,1
45873,helder,wateren,9
45874,helder,zee,1
45875,helderblauw,wateren,1
45876,helderblauw,zee,1
45877,helderziende,ara,1
45878,helderziende,papegaai,1
45879,helderziende,zeggen,1
45880,heldhaftig,ding,1
45881,heldhaftig,idee,1
45882,heldhaftig,prinses,1
45883,heldin,<unk>,2
45884,heldin,gaan,3
45885,heldin,hebben,4
45886,heldin,heten,12
45887,heldin,keer,1
45888,heldin,komen,2
45889,heldin,kus,1
45890,heldin,laten,1
45891,heldin,maken,2
45892,heldin,noemen,1
45893,heldin,ontploffen,2
45894,heldin,ontwijken,1
45895,heldin,opduiken,1
45896,heldin,papa,1
45897,heldin,redden,2
45898,heldin,ren,1
45899,heldin,roepen,1
45900,heldin,spelen,1
45901,heldin,til,1
45902,heldin,vechten,1
45903,heldin,verschijnen,1
45904,heldin,verslaan,1
45905,heldin,vlieg,1
45906,heldin,voetbal,1
45907,heldin,willen,1
45908,heldin,worden,1
45909,heldin,zijn,2
45910,hele-,vinden,1
45911,heleboel,beleven,2
45912,heleboel,bestaan,1
45913,heleboel,doen,5
45914,heleboel,doodmaken,1
45915,heleboel,eten,2
45916,heleboel,gebeurt,1
45917,heleboel,gebruik,1
45918,heleboel,hebben,4
45919,heleboel,horen,1
45920,heleboel,komen,2
45921,heleboel,krijgen,2
45922,heleboel,kunnen,2
45923,heleboel,leren,5
45924,heleboel,ontdekken,1
45925,heleboel,staat,1
45926,heleboel,verdienen,1
45927,heleboel,verklaren,1
45928,heleboel,verpesten,1
45929,heleboel,vertellen,1
45930,heleboel,wild,1
45931,heleboel,willen,1
45932,heleboel,wissen,1
45933,heleboel,wonen,1
45934,heleboel,zien,4
45935,heleboel,zijn,8
45936,heleboel,zitten,1
45937,helemaal,blijven,1
45938,helen,dag,1
45939,helen,familie,1
45940,helen,mooi,1
45941,helen,scherpen,1
45942,helen,tijd,3
45943,helen,woord,1
45944,helen,zien,1
45945,helen,zijn,1
45946,helfeeg,bestaan,1
45947,helfleeg,hebben,1
45948,helft,<unk>,1
45949,helft,aangeleerd,1
45950,helft,afgelopen,5
45951,helft,afleveren,1
45952,helft,afschieten,1
45953,helft,bedekken,1
45954,helft,bedienen,1
45955,helft,beginnen,24
45956,helft,bellen,1
45957,helft,bepalen,1
45958,helft,betalen,6
45959,helft,bewaren,1
