lemma,pos,freq
bokshandschoeon,NOUN,2
jeugdgroep,NOUN,2
vuilnisautomaat,NOUN,1
lavendel,NOUN,3
varken,ADV,1
donkergrijs,ADJ,1
superinteressant,ADJ,1
Proefje,NOUN,1
zwaarder,ADJ,3
tuba,NOUN,1
klarinet,NOUN,10
hobo,NOUN,2
banjo,NOUN,6
01-04-2015,NUM,1
muzieksoorat,NOUN,1
karregat,PROPN,1
beweeglijk,ADJ,3
supersuper-,SYM,4
Moddervet,PROPN,2
daul,ADJ,1
Nöel,PROPN,1
toverkunst,NOUN,1
bestand,ADJ,1
vuren,VERB,1
spreuken,NOUN,3
Opschieten,NOUN,1
anders,PROPN,13
kangoeroeklas,NOUN,3
Denkwerk,PROPN,1
Wiskunde,NOUN,2
wooreluk,NOUN,1
geklets,NOUN,8
Sharigo,VERB,1
luchtdino,NOUN,1
eruitziet,VERB,4
mensenbaby,NOUN,1
babytaal,NOUN,1
babyduivel,NOUN,1
babylichaam,NOUN,1
Whhhhhhhhaaaaa,ADV,1
pannenkoek,VERB,3
aanbranden,VERB,3
drakenwachter,PROPN,1
Kaos,PROPN,1
handlanger,NOUN,6
Giants,PROPN,9
Swap,PROPN,4
Spyro's,PROPN,2
bekerfinale,NOUN,12
19:15,NOUN,1
scoord,NOUN,2
Bradley,PROPN,5
passpel,NOUN,1
Jsper,PROPN,1
ars,NOUN,1
Jsin,PROPN,1
Romian,PROPN,1
Jaden,PROPN,4
uitkijk,NOUN,7
Nieuw,PROPN,5
Snuff,PROPN,1
broe,NOUN,4
natuurkooi,NOUN,1
oprondwandelen,VERB,1
to-do,ADJ,2
lijstje,NOUN,2
dingetje,NOUN,3
afstrepen,VERB,1
Beautygloss,PROPN,2
event,NOUN,3
Beauty/vloggloss,SYM,1
21/23,SYM,1
"6500,-",SYM,2
list,SYM,1
hoofddoel,NOUN,1
jetskiën,NOUN,3
Fin,PROPN,10
walgelijk,ADJ,6
Psssss,PROPN,1
zip,PROPN,1
aaaah,PROPN,4
roetsj,VERB,1
Jak,NOUN,1
Alanso,PROPN,1
family,SYM,2
bankjes,NOUN,6
zeehonden,VERB,3
Jèèèèh,SYM,1
stuit,NOUN,1
Geraakt,VERB,1
enz.,NOUN,3
spelmodus,NOUN,2
ald,ADV,1
Hardcour,PROPN,1
spectator,NOUN,1
flat/plat,NOUN,1
wereldinstelling,NOUN,1
IP,SYM,2
Loese,PROPN,1
kude,NOUN,1
zius,NOUN,1
wi,PROPN,5
paaseilanden,PROPN,1
opaskater,NOUN,3
Lolot,NOUN,1
skieta,NOUN,1
dotten,VERB,1
onoet,PROPN,1
Vluchtsimulator,NOUN,1
rugleggen,VERB,1
teruggelegd,VERB,3
helemaaal,ADJ,1
suczes,PROPN,1
hariger,NOUN,1
ihin,NOUN,1
mensenkolonie,NOUN,1
Speed,SYM,5
Gaajapark,PROPN,1
Ilonka,PROPN,3
Indie,NOUN,1
jeugdgevangenis,NOUN,1
brandwonden,NOUN,1
"1000,-",SYM,5
GM,PROPN,3
darmkanker,NOUN,2
moren,NOUN,1
sinterklaasjournaal,NOUN,14
geleld,NOUN,1
Modini,PROPN,1
Hermannes,PROPN,3
Marals,NOUN,1
kindren,ADJ,2
turnless,NOUN,1
sportless,NOUN,1
Ee,DET,4
Ayse,PROPN,4
Flutterweekend,PROPN,2
zowel,ADV,1
reeën,NOUN,9
problem,ADV,1
Vis,PROPN,10
Solta,PROPN,1
Rab,PROPN,1
Brac,PROPN,1
Cres,PROPN,2
Korculla,PROPN,1
Pinkogeldooda,PROPN,2
sprui,NOUN,3
vermoordden,VERB,1
Uil,NOUN,2
voute,ADJ,1
FFw8,NOUN,1
Lavye,PROPN,1
Sio,PROPN,4
weglaten,VERB,6
Dianthe,PROPN,2
Dianthe,NOUN,1
dianthe,PROPN,1
Wissink,PROPN,1
verschillend,NOUN,1
krabbenrace,NOUN,1
Port,PROPN,3
optiemisi,NOUN,1
ed,INTJ,1
Atoinet,PROPN,1
Fendo,PROPN,1
Mijke,PROPN,17
vaansi,NOUN,1
achtervoet,NOUN,1
Krespo,PROPN,1
Viepkie,PROPN,1
Krespo,ADJ,1
Viepkie,NOUN,1
fauteuilkussen,PROPN,1
fauteuil,NOUN,1
siku,NOUN,1
Leesparade,PROPN,1
halfhond,NOUN,1
Lelystad,PROPN,4
mij-,SYM,1
babyhondje,NOUN,3
scannen,VERB,3
baby-achtig,VERB,1
Kathelijne,PROPN,4
Kato,PROPN,1
kaatie,PROPN,1
Lijne,ADJ,1
kaatie,NOUN,1
Tosca,PROPN,7
Moos,PROPN,20
supervriendin,NOUN,3
Nimja,PROPN,1
Kingdo,PROPN,1
treker,NOUN,2
baloreg,NOUN,1
Froet,PROPN,1
Noensia,PROPN,1
Constantijn,PROPN,3
Grumpies,PROPN,1
Mammten,NOUN,1
bemachtigen,VERB,1
herrieschopper,NOUN,1
verziijken,VERB,4
ingooilen,VERB,1
Cacaoloods,NOUN,1
dicht/sluiten,VERB,1
5666812,NUM,1
strandwachter,NOUN,4
noh,PROPN,2
VERBODEN,NOUN,1
TERREIN,NOUN,1
DODELIJKE,PROPN,1
HOEK,PROPN,1
vermomd,VERB,5
schrijfmanier,NOUN,1
MSN,NOUN,4
plek/land,NOUN,1
Léon,PROPN,1
helderzien,VERB,1
minecarft,NOUN,1
Chocola,PROPN,9
Hont,NOUN,1
gaang,NOUN,1
daarnaa,ADV,2
spui,PROPN,1
Brandstof,NOUN,2
Passagier,NOUN,8
Pakketjes,NOUN,2
Gerepareerd,PROPN,1
in-,SYM,9
roofvogels,NOUN,4
Trekvogels,NOUN,5
gijzelt,VERB,1
schietpartij,NOUN,4
Hannibal,PROPN,1
NederlandJapan,PROPN,1
krassen,VERB,11
hierachter,ADV,2
tiln,VERB,6
EHBO-koffer,NOUN,1
verdovingsgeweer,NOUN,4
daarrna,NOUN,1
poekie,NOUN,1
Larsdoon,PROPN,1
lmo,PROPN,1
Boeing,PROPN,5
ceiceicogees,NOUN,1
3D-puzzel,NOUN,1
winkelraam,NOUN,1
Whoooooh,PROPN,1
Whooooooh,PROPN,1
plof-,SYM,1
volwassenen,ADJ,3
scheermes,NOUN,3
geshaket,NOUN,1
Poten,NOUN,7
ravotten,VERB,8
B50,SYM,1
drunese,ADJ,5
groepsdieren,NOUN,2
koeienpubliek,NOUN,1
boe-boe,PROPN,1
Zwerver,PROPN,1
samenvating,NOUN,1
gehockeyd,VERB,3
kwarteltjes,NOUN,1
Groles,PROPN,1
verv.,PUNCT,1
Suskes,PROPN,2
"0,50,-",SYM,1
"1,00,-",NOUN,1
marmaris,PROPN,1
Pasá,PROPN,1
insmeren,VERB,4
zuurstoffles,NOUN,3
meidendag,ADV,1
extension,NOUN,1
Cheméne,PROPN,1
Face,PROPN,3
www.lotteweetniks.nl,SYM,1
Lotjeweet,PROPN,1
Gianni,PROPN,12
Heins,PROPN,1
gummibeer,NOUN,4
M&M,NOUN,7
vuurtonn,NOUN,2
stamper,NOUN,7
M&M-fabriek,NOUN,1
rolband,NOUN,1
vuurton,NOUN,3
timen,ADV,1
megavuurton,NOUN,1
wiebelt,VERB,5
Simona,PROPN,3
langsrijden,VERB,4
Sieta,PROPN,2
Cal,PROPN,5
tosti,VERB,1
autospel,NOUN,1
bomenfeestdag,NOUN,1
Annabel,PROPN,14
Quincy,PROPN,10
ai,ADP,2
Came,SYM,1
Alabama,PROPN,1
Ala,PROPN,1
Presi,PROPN,1
Jammerrr,PROPN,1
ruinen,VERB,1
durnen,PROPN,1
crossruiter,NOUN,1
dierengeneeskun,NOUN,1
Starlicht,PROPN,1
Diphy,PROPN,1
Doeh,PROPN,1
veulentje,NOUN,2
Kreupel,ADJ,2
Hernen,PROPN,1
aanstaande,ADJ,3
crosswedstrijd,NOUN,2
starlicht,NOUN,1
ernen,NOUN,1
Asjemenou,PROPN,1
Stien,PROPN,2
Saida,PROPN,16
corvee,VERB,1
tafeldekken,NOUN,5
afruimen,VERB,10
eerd,ADJ,3
energiebron,NOUN,13
eetkamer,NOUN,7
Ei,NOUN,3
doorzocht,VERB,9
sieradenkast,NOUN,1
puffen,ADJ,1
Goh,INTJ,2
GPS,NOUN,1
Inderdaad,ADV,2
time,PROPN,5
GPS,PROPN,7
energiebron,VERB,1
intoetste,ADJ,1
plaats,VERB,9
Ruimtepakken,NOUN,1
Vliegensvlug,ADJ,1
beval,VERB,2
Kims,PROPN,4
Flits,PROPN,7
néé,SYM,1
dansend,VERB,1
paf,PROPN,4
confettikanon,NOUN,2
prut,VERB,1
sisen,VERB,7
opzeten,VERB,3
budaalie,NOUN,1
alienversie,NOUN,1
Budapest,PROPN,1
baande,VERB,1
partypaleis,NOUN,1
confettikanonn,NOUN,1
gloeilampje,NOUN,1
baklreune,PROPN,1
struinen,VERB,2
Hokken/,PROPN,1
Imran,PROPN,2
lievelingsvakken,NOUN,9
vergrooten,VERB,1
Rilana,PROPN,6
vergrooten,ADJ,1
Naamkaartje,NOUN,1
4A.,SYM,1
slaaptijd,NOUN,4
IPad-en,SYM,2
Playmobilen,VERB,1
oerwoudje,VERB,1
BlauwGeel,PROPN,2
16:45,PROPN,1
splash,NOUN,3
granatenman,NOUN,1
kogelman,NOUN,1
hulpsoldaat,NOUN,1
atoombom,NOUN,8
paardenrace,NOUN,2
Bodyguard,VERB,1
Maltezerpup,PROPN,1
457,NUM,1
GT3,PROPN,1
Kever,PROPN,1
restaureeren,VERB,2
DJ,PROPN,2
Bozz,PROPN,1
Vriezenveen,PROPN,2
SP,PROPN,8
icht,NOUN,2
ijt,NOUN,2
kluisjes,NOUN,3
Denekamp,PROPN,3
lastiggevallen,VERB,4
56,NUM,6
Toska,PROPN,9
beste,PROPN,1
kogelstoten,VERB,9
jump,NOUN,3
Chiseren,PROPN,2
Godt,PROPN,1
elektriciteitskabel,NOUN,2
vlammen,NOUN,1
1956,NUM,3
kmen,VERB,4
Mindstorms,PROPN,16
w8=,PROPN,2
popunkt,NOUN,1
bedur,VERB,1
Stacy,PROPN,9
puis,NOUN,3
kuif,NOUN,6
ananasrondjes,ADJ,1
snijd/schaaft,NOUN,1
Wiii,PROPN,1
gewond/,ADJ,1
puurol,NOUN,1
ver3tig,PROPN,1
doucht,VERB,2
opspeuur,NOUN,1
Kapteins,PROPN,1
solosport,SYM,1
team-,SYM,2
solosporten,NOUN,1
respectvol,ADJ,6
American,PROPN,6
football,PROPN,2
Factory,PROPN,3
kleven,VERB,5
geboortebuuren,VERB,1
toneelvereniging,NOUN,2
teen,ADV,1
Stuntelaar,PROPN,1
uitvond,VERB,1
armbandjesd,ADJ,1
gekopen,VERB,1
verkoocht,NOUN,1
Glazen,ADJ,1
Hebr,PROPN,1
Happy,SYM,6
geschaaten,NOUN,1
5en,ADJ,2
schilden,VERB,2
flatgebouw,NOUN,6
Kwintheul,PROPN,1
overblijfkaart,NOUN,1
TIMMIBOY,PROPN,1
MATER,PROPN,1
TIM,PROPN,1
JOOST,PROPN,1
Vincentius,PROPN,2
HIJ,PROPN,3
dOET,PROPN,2
VLOGGEN,PROPN,1
MAAKT,PROPN,2
HELEBOEL,NOUN,1
TROLLEN,VERB,1
MINCRAFT,PROPN,1
klieen,ADJ,1
meterkast,NOUN,9
stroomdingen,NOUN,1
Carsauto,PROPN,1
tweeduizenddrieëntwintig,NOUN,1
verbreed,ADJ,1
strekoefening,NOUN,1
strek,VERB,1
strek,NOUN,3
wateryoga,PROPN,1
beschoeiing,NOUN,2
snert,NOUN,3
eendagentocht,NOUN,1
eendorpstocht,NOUN,1
opleuken,VERB,1
stad/dorp,NOUN,1
vonder,PROPN,1
rietdekker,NOUN,1
enthoushiast,NOUN,1
Vianen,PROPN,2
01.30,NUM,4
eropaf,NOUN,1
werkkamer,NOUN,5
gay,ADJ,1
Jod,PROPN,1
thnx,PROPN,8
luchtbuks,NOUN,2
afstandbestuurbaar,ADJ,3
GTI,PROPN,2
speel.nl,SYM,1
2e,ADJ,4
Elia,PROPN,11
9n,NUM,1
n99,NUM,1
Bokito,PROPN,4
schoolschrift,NOUN,4
ofzoiets,PRON,1
knutseldingetjes,NOUN,1
meidenboek,NOUN,1
stukk,NOUN,1
Hemelrijk,PROPN,12
achternagezeten,VERB,2
lievelingsvoertuig,NOUN,1
bovenaf,ADV,2
Boeing,NOUN,3
747-800,NUM,1
Airbus,PROPN,5
A380,NOUN,2
bakbeest,NOUN,1
Sinly,PROPN,1
gee,VERB,1
Citotoets,PROPN,6
Kerkenplein,PROPN,1
Volgen,VERB,7
Groeneweg,PROPN,1
Pastoor,PROPN,2
Schmeidtstraat,PROPN,1
Berikxstraat,PROPN,1
Oppeberg,PROPN,1
tapas,NOUN,4
ploften,VERB,2
zitzakk,NOUN,1
badeendjes,NOUN,1
39.gg.bz,SYM,1
tweehoofdig,ADJ,2
piepklein,SYM,2
Balen,VERB,1
gloeien,VERB,5
redden,NOUN,2
Hamburg,PROPN,2
smeekte,VERB,1
10x,NUM,2
fantasialand,NOUN,2
zul,AUX,16
comfortabel,ADJ,9
huwelijksplechtigheid,NOUN,1
Guys,PROPN,2
Can,SYM,4
we,SYM,2
look,SYM,4
but,SYM,4
camera,SYM,1
Thank,SYM,1
Pomp,PROPN,1
Linders,PROPN,3
kleurd,VERB,1
fondant,NOUN,4
prui,NOUN,3
regenboogkleuren,NOUN,1
paardenvacht,NOUN,2
scheer,VERB,2
heksenpot,NOUN,3
Ieuw,SYM,2
heksensnot,PROPN,1
lekkerland,NOUN,1
wause,NOUN,1
zonnebrill,NOUN,1
soms/vaak,NOUN,1
Flore,PROPN,16
Fleure,PROPN,1
Mineuze,NOUN,1
overgrootvader,NOUN,8
shetlandpony,NOUN,5
gekste,ADJ,2
BMX'en,PROPN,3
handballen,NOUN,3
verstoptikkertje,NOUN,2
Klimmen,PROPN,11
joggen,VERB,14
sept,PROPN,1
mochten,NOUN,1
verantwoorden,VERB,2
bubbelguppie,NOUN,1
Breskem,PROPN,1
F11,NOUN,1
oostbrug,PROPN,1
Corn,PROPN,1
Gen,PROPN,1
Biervliet,PROPN,1
vriendinne,PROPN,3
huppellen,VERB,7
spreekbericht,NOUN,1
tweeënhalve,ADV,1
B.S.O.,NOUN,1
Molenspeeltuin,PROPN,1
openblijven,VERB,9
akita,SYM,1
speelgoedhonden,VERB,1
honden-,SYM,2
omhakken,VERB,8
snel-,SYM,1
schoolkamp,VERB,2
spelshow,NOUN,1
rtl,PROPN,1
Tijl,PROPN,1
sekserig,ADJ,1
bovenal,ADV,4
knip,VERB,6
voraal,ADJ,1
overduidelijk,ADJ,5
dewi,PROPN,5
Hins,NOUN,1
toesnelen,VERB,1
e.e.e.er,X,1
Green-girl,SYM,1
Groene-aap,PROPN,1
Green-girl,PROPN,4
legen,ADJ,2
Ïk,ADV,1
ingedrukken,VERB,1
vanachter,NOUN,1
opstonen,VERB,1
balletjuf,VERB,2
meisjeskasteel,NOUN,1
Jolie,PROPN,14
Pieken,NOUN,1
Diedo,PROPN,1
GEWELDIG,SYM,1
Roma,PROPN,3
Waterpark,NOUN,1
1974,NUM,1
Ara,PROPN,5
voorspeller,NOUN,2
helderziend,ADJ,2
Cita,PROPN,2
Fredje,PROPN,1
WK,PROPN,1
schoonheidsdutje,NOUN,1
-Tv,SYM,1
-Ik,X,1
-En,PUNCT,1
asbak,NOUN,1
appelboomgaard,NOUN,3
troonopvolger,NOUN,3
Cillie,PROPN,1
karkas,NOUN,1
barcalona,PROPN,2
lop,NOUN,1
paast,ADJ,1
beten,NOUN,1
creative,SYM,2
Endermen,PROPN,1
end,NOUN,8
pearl,SYM,3
Creeper,NOUN,7
wvon,NOUN,1
Slijmfakes,PROPN,1
slijmbal,NOUN,3
mega-slijmcubes,NOUN,1
urbal,NOUN,1
chort,NOUN,1
chast,NOUN,3
spinrag,NOUN,1
Enterkrekken,NOUN,1
Enter,SYM,1
wither,NOUN,2
star,PROPN,1
Herobrain,PROPN,1
Exp,SYM,1
Snutje,PROPN,1
donk,NOUN,1
tig,NUM,6
ap,PROPN,1
snitje,VERB,1
lekanis,NOUN,1
Hes,PROPN,2
noog,NOUN,1
gelont,VERB,1
igrgen,NOUN,1
Mer,NOUN,4
sor,NOUN,2
fom,PROPN,1
Fienz,VERB,1
nom,ADJ,1
ilnaan,VERB,1
Aitana,PROPN,3
Yablo,PROPN,1
aardbeitje,NOUN,3
Albino,PROPN,1
albino,NOUN,3
Ananasje,NOUN,5
.Hij,NOUN,1
kiwietje,PROPN,1
ananasje,NOUN,4
albino-aardbeitjes,NOUN,1
ananas-aardbeien,NOUN,1
Ananasjes,NOUN,1
minikokosnoot,NOUN,1
Kiwietje,PROPN,2
beluisteren,VERB,2
Ananasjes,PROPN,1
joekel,NOUN,7
Ananasje,VERB,1
Mid,PROPN,7
Mid,ADJ,4
Exloermond,PROPN,1
doelpunten,NOUN,5
Indi,NOUN,1
wijnaldum,PROPN,2
Vaart,PROPN,5
Hazard,PROPN,4
Bulgarije,PROPN,5
Brazilië-Nederland,PROPN,1
bruinblond,NOUN,1
verffen,VERB,3
ingevlocht,ADJ,1
vch,NOUN,1
Wonder,NOUN,4
Federieke,PROPN,1
rgelwaagh,NOUN,1
zwemleraar,NOUN,9
gekidnapt,VERB,2
elite,NOUN,2
Miss,NOUN,4
wtn,NOUN,4
Nwtv,PROPN,4
Sws,PROPN,4
brb,ADJ,1
Sp,PROPN,5
Hlt,PROPN,4
Hgh,ADJ,4
Ly,PROPN,3
hzo,ADV,2
Vienna,PROPN,5
kanovaren,VERB,7
korrel,NOUN,10
Sn,NOUN,1
uitgemesen,VERB,1
voelt-ie,NOUN,1
Kenjy,PROPN,2
Elsja,PROPN,2
Labradoodle,PROPN,9
krijssen,VERB,5
lieveren,VERB,6
kh,NOUN,2
tutatutatuta,NOUN,1
keeperstrainer,NOUN,1
Jeen,PROPN,4
doel,PROPN,4
keept,VERB,4
Lef,PROPN,1
Gaya,PROPN,1
schiet,NOUN,3
grr,NOUN,4
Hoef,NOUN,2
hondsdolheid,NOUN,3
sintbernard,NOUN,5
dinosaurusbot,NOUN,2
geleidehonod,VERB,2
shih,SYM,1
tzu,SYM,2
chachacha,NOUN,2
vlotten,NOUN,2
wter,NOUN,1
R.A.L.,PROPN,6
Lispeltuut,PROPN,2
Lispeltuut,NOUN,1
depot,NOUN,8
waardebon,NOUN,3
Jamin,PROPN,2
RS6,PROPN,1
Ps4,PROPN,2
plasma,SYM,2
wezen,PROPN,7
bbq,NOUN,6
dus,SCONJ,3
Leandra,PROPN,2
liggent,NOUN,1
appartemen,NOUN,4
KASANDRA,PROPN,1
sofa,NOUN,4
Jasmin,PROPN,9
hoofdmeester,NOUN,3
midzomerwoonfeest,NOUN,1
zelfgemixte,ADJ,1
beschikbaar,ADJ,5
onderscheid,NOUN,8
feestmuts,NOUN,5
stiftenbak,NOUN,1
Zvally,PROPN,1
wijste,VERB,1
heden,NOUN,13
qwat,ADJ,1
owkee,ADJ,1
okeew,NOUN,1
2099,NUM,1
laser,SYM,2
weggezogen,VERB,1
Andijviestamppot,PROPN,3
Liège,PROPN,1
Gent,PROPN,5
klokslag,NOUN,8
kometen,NOUN,1
dementor,NOUN,1
kusken,VERB,2
nerf,VERB,1
Vallei,NOUN,1
kikker,ADJ,1
Silfie,NOUN,6
balletclub,NOUN,3
waan,ADJ,1
balletles,NOUN,8
BFF',NOUN,7
Hoogte,NOUN,1
9000,NUM,2
gemeneriak,NOUN,1
silfie,NOUN,1
Silie,PROPN,1
silie,NOUN,1
zwemfeest,NOUN,4
gemeneriken,NOUN,1
Henrie,PROPN,2
Gustavo,PROPN,2
molshoop,NOUN,1
"70,00",NUM,1
groeven,VERB,2
Haak,PROPN,2
loss,ADJ,3
Der,PROPN,4
Sar,PROPN,4
pijlenboog,NOUN,1
1168,NUM,1
Fotosafari,SYM,1
Blowwgunnen,VERB,1
Fontein,PROPN,1
aartje,PROPN,1
Aartje,PROPN,3
Aartje,NOUN,1
stre,ADJ,1
teekenen,VERB,2
Wifi,SYM,1
schakelklas,NOUN,2
schakelklassen,NOUN,2
vertrouwenspersonen,VERB,1
Fey,PROPN,1
kerstbingo,PROPN,2
mb,NOUN,2
Flo,PROPN,3
flo,NOUN,2
Dobey,PROPN,1
looprad,NOUN,1
renbal,NOUN,2
jachthuis,NOUN,2
vakantieappartement,NOUN,1
beverdammen,PROPN,1
WhatsAppen,VERB,7
bijt,VERB,5
straathonde,NOUN,5
hangar,NOUN,5
losliepen,VERB,1
stamppot,NOUN,10
braadworst,ADV,1
koolhydrat,NOUN,1
e.,PROPN,3
vitaminen,VERB,3
kreeft,VERB,2
rookworst,NOUN,4
Nikée,PROPN,2
bijpassen,ADJ,2
naveltrui,NOUN,3
servet,NOUN,5
muizenfamilie,NOUN,1
propte,VERB,5
middaglunchen,VERB,1
sandwich,VERB,1
duikboot,NOUN,8
Rems,PROPN,1
XXXL,PROPN,2
saais,ADJ,1
wegmoesten,VERB,1
dichtgaat,ADJ,1
circuskaart,NOUN,1
hazewindhond,NOUN,5
kippenpoo,NOUN,4
curly,SYM,1
coated,SYM,2
Curly,PROPN,2
Curly,SYM,1
flapoor,NOUN,5
zeemeerminnenstad,NOUN,1
vinan,NOUN,9
zeemeerminn,NOUN,6
Beekse,ADJ,3
achthonderd,VERB,1
duizendzeshonderd,VERB,1
Sibilla,PROPN,10
jaa,INTJ,6
Doderpark,PROPN,1
zwempark,ADJ,1
krijs,NOUN,2
rilden,VERB,1
druppen,VERB,1
Vogeltjes,NOUN,5
nag,ADP,1
reen,VERB,1
keejees,PROPN,1
speine,PROPN,1
teket,NOUN,1
pes,NOUN,2
nag,VERB,1
Stink,PROPN,5
kinnect,PROPN,1
Kinnect,PROPN,1
wandelwag,NOUN,3
groententaart,VERB,2
meisjespaard,NOUN,1
slingeren,ADV,1
chocoladehuis,NOUN,1
besluipen,VERB,3
Manuel,PROPN,10
Jesen,PROPN,3
school-,SYM,1
Piepie,PROPN,5
strandfeest,NOUN,4
stormt,PROPN,1
uitbliezen,VERB,1
werd,VERB,1
Bard,PROPN,3
sm,PROPN,1
apenpakkie,NOUN,1
padvindster,NOUN,5
ïnstalleren,VERB,3
ophijsen,VERB,3
uitontdekken,VERB,1
spaarzaam,ADJ,2
sober,ADJ,2
Rora,PROPN,1
Ijo,PROPN,1
gaga,ADV,3
terugdraaien,VERB,1
alspel,NOUN,1
Uma,PROPN,2
Perbha,PROPN,1
Plofkippen,VERB,1
plofkipp,NOUN,2
winkelmand,NOUN,1
vetgemesten,VERB,5
plofkip,VERB,2
pepernotenfabriek,NOUN,2
sufferd,PROPN,1
pepernotenchaos,NOUN,1
Allemachtig,ADJ,1
knergen,VERB,1
schijtonderwerp,NOUN,1
hetere,ADJ,1
vu-,SYM,1
w8ten,NOUN,4
Baco,PROPN,3
gekrab,NOUN,1
1959,NUM,1
vliegtuigongeluk,NOUN,1
schal,NOUN,2
Mám,PROPN,1
voetbalherhaling,NOUN,1
Rodney,PROPN,9
mee.en,PROPN,1
sportruimte,NOUN,1
waterskiën,VERB,6
boottraining,NOUN,1
Wouden,NOUN,1
rechtop,NOUN,3
verlanglijstjeszijn,NOUN,1
natijlijk,ADJ,1
Smag,PROPN,1
schom,NOUN,1
kapot!(misschien,ADJ,1
onderwijl,ADV,1
keert,VERB,1
sspelcomputer,NOUN,1
omdd,PROPN,1
mixel,NOUN,1
getypt/geschreven,PROPN,2
helpman,PROPN,1
haen,NOUN,1
benzinestation,NOUN,1
Crubele,PROPN,1
Fam,PROPN,1
Fille,PROPN,1
Warzone,PROPN,1
lkc,ADP,1
o.g.,NOUN,1
huizie,NOUN,1
federatie,NOUN,1
lkc,ADJ,1
3t,NOUN,2
ideeënbus,NOUN,1
badmunat,NOUN,1
estafetten,PROPN,2
Tablet,NOUN,4
Cupcakes,NOUN,3
Ow,INTJ,20
Hoehoe,VERB,1
jachttechniek,NOUN,2
boekenserie,NOUN,3
Torak,PROPN,1
hartenjagen,VERB,2
snoch,PROPN,1
apenhok,ADJ,1
Boxtrollen,PROPN,2
afgebeullen,VERB,2
aller-,SYM,78
Florensija,PROPN,5
iPode,NOUN,2
Mincaft,PROPN,2
02.30,ADV,1
Sentna,NOUN,1
gezel,NOUN,2
dialoog,NOUN,2
oogarts,NOUN,9
amandel,NOUN,1
Zehra,NOUN,4
rondrenid,NOUN,1
stonken,VERB,6
langsheen,ADP,2
Mobieltaal,PROPN,1
A,PRON,1
schoenon,NOUN,1
regenjas,NOUN,6
straathonden,NOUN,4
Boomer,ADJ,1
kasteee,NOUN,1
grafsten,NOUN,3
ip,SYM,1
Cchy,PROPN,1
bloedletter,NOUN,1
klopbel,NOUN,1
Nikeschoenen,PROPN,1
lonsdaleketting,NOUN,1
Lluena,PROPN,1
Latma,PROPN,1
Duqiona,PROPN,1
Meeran,PROPN,3
Barbara,PROPN,8
CSI,PROPN,5
bewapen,VERB,2
luchtschip,NOUN,4
garanderen,VERB,3
zenuwstelsel,NOUN,1
verbondenr,ADV,1
dwarrlen,VERB,1
Jowed,PROPN,1
Karim,PROPN,24
ergren,VERB,3
www.youtube.com,SYM,1
oprichting,NOUN,1
vloggers/Youtuber,PROPN,1
Teske,PROPN,1
Schepper,PROPN,1
Ugurdiken,PROPN,1
Haegens,PROPN,1
Bloggers,NOUN,1
Mascha,PROPN,2
Feokstiova,PROPN,1
beautyblogger,NOUN,1
Koningsspelen,PROPN,2
Energie,NOUN,6
98,NUM,9
kampspel,NOUN,1
"4,5,6",SYM,1
Kamphuis,PROPN,2
Goetjes,ADJ,1
zatermiddag,PROPN,1
Nigkerk,NOUN,1
caudau,NOUN,1
gezetten,VERB,1
robotvoetbal,NOUN,2
voetbalrobot,NOUN,3
dinorobot,NOUN,2
borax,NOUN,1
slijm,VERB,1
slijmmaken,VERB,1
luchtwolk,NOUN,1
washok,NOUN,2
Aisja,NOUN,3
snuffe,VERB,1
jeukte,VERB,3
skypeen,NOUN,1
MC/Minecraft-vrienden,SYM,1
MC,ADJ,3
Juffrouw,PROPN,7
vermist,NOUN,6
Switch,PROPN,6
Sssss,SYM,3
Jubelientje,PROPN,2
sist,VERB,3
geko-men,ADJ,1
verrader,NOUN,6
Choco,PROPN,1
euh,INTJ,2
battles,NOUN,2
omroeppiet,NOUN,1
springpiet,ADJ,1
Omroep,PROPN,1
springpiet,NOUN,2
6.10,NUM,1
Springt,VERB,4
6.09,NUM,1
sprintpiet,NOUN,1
7.053,NUM,1
Sprint,PROPN,1
910,NUM,1
meetrekken,PROPN,1
tt,PROPN,2
jurkje,NOUN,4
kerstsnoep,NOUN,1
ROBLOX,PROPN,3
rempedaal,NOUN,1
kofferruimte,NOUN,1
verschillen,NOUN,6
cumputer,NOUN,1
prijzenpakket,NOUN,1
babygeit,ADJ,1
dubbelen,VERB,7
watervliegtuig,NOUN,5
Bosschool,NOUN,2
n.g.t,X,1
Jelyze,PROPN,1
junr,ADJ,1
duistere,ADJ,1
lichtvis,NOUN,1
discovis,NOUN,1
freek,NOUN,1
overbuar,NOUN,6
6-5,SYM,9
Bluberbud,PROPN,1
samt,PROPN,1
Rosebud,PROPN,1
strandvolleybal,NOUN,1
buderbud,NOUN,1
Bud,PROPN,1
Buddies,PROPN,1
NOS-journaal,NOUN,1
Jaaman,ADJ,1
Sores,NOUN,1
Trobel,PROPN,1
beding,NOUN,2
kraaiennest,NOUN,2
nieuwbouw,NOUN,6
kijktoren,NOUN,1
geldmachine,NOUN,1
Bij,NOUN,3
sportzaal,NOUN,7
sliter,NOUN,1
Jopie,NOUN,6
gewren,NOUN,1
schoolschaats,VERB,3
theuge,NOUN,1
lievelings-,SYM,10
Palmas,PROPN,1
Lanzerote,PROPN,1
daag,SYM,2
"3,4",NUM,4
wielie,PROPN,1
