lemma,pos,freq
slager,NOUN,38
varken,NOUN,319
verkochen,VERB,12
augurk,NOUN,30
zoenen,VERB,28
Moma,PROPN,15
Champagne,NUM,9
marlies,PROPN,4
random,NUM,1
lievelingspony,ADV,3
rijd,VERB,46
keeperhandschoenen,NOUN,3
schen,NOUN,8
waarschuwing,NOUN,41
spiderm,NOUN,1
Supermen,PROPN,1
Spidermen,PROPN,1
Superman,PROPN,70
Spiderman,PROPN,37
lieveling,NOUN,46
Simon,PROPN,117
leeuw,PROPN,72
druk,VERB,16
kietel,NOUN,4
knuis,NOUN,5
buikje,NOUN,17
klapson,NOUN,1
mua,PROPN,1
druken,VERB,12
Einstein,PROPN,29
Pepa,PROPN,1
Nijntje,PROPN,33
Canta,PROPN,1
Guegos,PROPN,1
Teletubbies,NOUN,4
Lulu,PROPN,6
blijkbaar,ADJ,63
roesten,VERB,25
stewardess,NOUN,38
startbaan,NOUN,21
ertegenaan,ADP,11
Kusjes,NOUN,13
Anwar,PROPN,4
scouken,VERB,27
profclub,NOUN,19
s.,VERB,4
persen,VERB,13
oow,NOUN,5
hooipakjes,NOUN,1
nee,NOUN,9
snell,ADJ,51
2004,NUM,21
racete,NOUN,4
beukten,VERB,6
Stunten,NOUN,1
opbouwen,VERB,64
Moud,PROPN,9
Mijlene,PROPN,1
teblez,NOUN,1
niet,DET,10
werkloos,ADJ,12
ontslagen,VERB,9
bezoeken,VERB,150
overbrengen,VERB,21
kwijtgeraken,VERB,14
twintig,ADJ,10
verhuisen,VERB,2
overbuurvrouw,NOUN,3
Willemin,PROPN,7
bloeme,NOUN,12
theezak,NOUN,3
knutselspul,NOUN,13
mango,PROPN,6
bosvruchten,NOUN,1
meel,NOUN,59
Rani,PROPN,1
Mayra,PROPN,2
Perron,PROPN,20
C,PROPN,60
5.000,NUM,4
Molenakker,PROPN,1
pe,NOUN,22
knikkerspiraal,NOUN,9
windmolen,NOUN,38
quiz,NOUN,77
ING.,ADJ,1
snoepzak,NOUN,13
Ravelijn,PROPN,11
Pirana,PROPN,1
kei-,SYM,11
res-,NOUN,1
taurant,NOUN,1
Bellij,PROPN,2
vrindinon,NOUN,3
Balco,PROPN,2
olie,NOUN,218
17,NUM,129
Breez,PROPN,1
Blyre,PROPN,1
keir,NOUN,1
rrtt,ADV,1
oei,NOUN,22
sip,ADJ,60
speel,ADJ,21
Thuis,PROPN,14
Okéé,PROPN,1
Opgelucht,VERB,7
zuchtte,VERB,16
drempel,NOUN,13
bakk,VERB,16
greep,NOUN,5
binnenspelen,VERB,136
Siem,PROPN,109
Clash,PROPN,64
cross,NOUN,14
bootcamep,NOUN,1
iegnietook,ADJ,1
st,ADJ,5
spot,NOUN,4
Lekkere,ADJ,13
money,PROPN,8
Cows,SYM,1
rit,NOUN,64
postbode,NOUN,70
fietsbel,NOUN,31
boem,ADJ,58
sjakalaka,NOUN,1
woho,PROPN,2
as,SYM,7
wegging,NOUN,39
mmm,ADV,52
babydrak,NOUN,1
Reuzenbank,NOUN,1
babydraak,NOUN,1
bureaustoel,NOUN,33
Coolcat,PROPN,21
Toernooi,NOUN,6
taekwondo,NOUN,32
43,NUM,17
t/m,NOUN,1
Melis,PROPN,12
Action,SYM,12
Ipadhoesjes,PROPN,1
e,ADP,2
ging,NOUN,20
McDonald,PROPN,43
Tv,PROPN,11
59,NUM,12
55,NUM,17
papegaai,NOUN,115
jouw,PRON,41
dierenambulance,NOUN,61
Mariobros,PROPN,2
Feive,SYM,1
Nights,SYM,2
at,SYM,19
Freddy,PROPN,17
Games,PROPN,24
toestel,NOUN,83
tuce,NOUN,1
sterrenkast,NOUN,1
beveiliging,NOUN,19
springkussen,NOUN,115
gesleed,VERB,4
sneeuwbalgevecht,NOUN,7
geschaatst,VERB,12
Thuis,ADV,44
sneeuwpop-,SYM,1
jachthond,NOUN,50
erachteraan,VERB,39
smartphoon,NOUN,4
vreesen,VERB,2
Selina,PROPN,16
lampjes,NOUN,17
Hieke,PROPN,5
buitenlander,NOUN,21
uitscheld,NOUN,8
Eten,PRON,40
boeken/tijdschriften,NOUN,1
vertalen,VERB,26
buitenlands,ADJ,22
Medicijnen,NOUN,4
Latijn,PROPN,8
handel,NOUN,21
kreet,NOUN,19
vreugde,NOUN,18
EINDE,SYM,33
Bemoei,VERB,4
ingrediënten,NOUN,26
Smul,PROPN,15
gemene,ADJ,68
opmerking,NOUN,25
oorzaak,NOUN,38
schelen,VERB,41
Leeuwen,NOUN,98
gegroet,ADJ,3
uitvinder,NOUN,96
4589ste,ADJ,1
uitvinding,NOUN,97
ruimtefiet,NOUN,1
uittesten,VERB,14
test,NOUN,46
drijft,VERB,7
ellende,NOUN,14
kunst,ADJ,27
fantasie,NOUN,226
Zorna,PROPN,2
Lugia,PROPN,2
computren,NOUN,40
tumeltje,NOUN,1
dorp/stad,PROPN,1
zwaluw,NOUN,24
wanen,VERB,2
Wout,PROPN,37
Vir,PROPN,3
vir,PROPN,1
Lievelingsclubs,NOUN,1
frisas,ADJ,121
Rob,PROPN,152
Benders,PROPN,1
lievelingsspeler,NOUN,29
wielet,ADJ,2
uitstijgen,VERB,13
dalen,VERB,31
Buurtverstoppertje,NOUN,1
meegetelden,VERB,1
beweeg,VERB,145
Internettaal,PROPN,2
nett,ADJ,37
SUC6,PROPN,1
t.z.t.,PROPN,1
bezwaar,NOUN,4
lummel,PROPN,4
Waveboarden,NOUN,2
Eenwieleren,NOUN,4
vrienden/vriendinnen,NOUN,12
Grace,PROPN,13
walkietalkie,NOUN,24
rondfiet,NOUN,3
zeten,VERB,5
bootjesspeelgoed,NOUN,1
babyspeelgoed,NOUN,5
Clash,NOUN,12
hebd,VERB,1
13-1,SYM,6
zintuigen,NOUN,1
Kunnen,AUX,43
bestuur,VERB,63
zeventien,NUM,40
prooien,VERB,6
Aquariumdieren,NOUN,1
WNF,PROPN,27
regenwoud,NOUN,57
gekapt,VERB,8
Adrijaan,PROPN,5
adrijaans,PROPN,1
dierenverkoper,NOUN,1
okee,PROPN,1
dankjewel,PROPN,29
kangal,PROPN,3
moed,NOUN,30
Chihuahua,NOUN,37
raden,VERB,42
Mindy,PROPN,17
waterkringloop,NOUN,2
Temtam,PROPN,1
personage,NOUN,39
Beyza,PROPN,3
Hadassah,PROPN,3
Gertrude,PROPN,4
Lexy,PROPN,1
elfje,NOUN,186
Fabi,PROPN,2
Luizenzak,PROPN,1
Gala,SYM,20
Teus,PROPN,7
Einde,ADJ,15
geestelijk,ADJ,6
stoorden,VERB,14
diervriendelijk,ADJ,20
eco-keurmerk,NOUN,1
natuurijs,NOUN,5
Natuurijs,PROPN,2
bevriezen,VERB,47
opschaatsen,VERB,3
bevriesen,VERB,8
prof,NOUN,27
waterijs,NOUN,5
softijs,NOUN,8
slagroom,NOUN,69
negin,NOUN,1
surfen,VERB,52
Musical,NOUN,2
waarin,ADV,95
butler,NOUN,63
Manke,PROPN,2
Mannes,PROPN,3
baalnen,VERB,2
Zwanenzwart,PROPN,7
onaardig,ADJ,26
Rudi,PROPN,12
Rolf,PROPN,26
rappen,VERB,27
rendierenduo,NOUN,2
beu,ADJ,11
bekijk,VERB,17
Alen,NOUN,1
allerliefst,VERB,14
blaffen,PROPN,2
t,SYM,26
stam,PROPN,3
kofschip,NOUN,25
handschrift,NOUN,24
Yassin,PROPN,10
3d,ADJ,18
bedoeling,NOUN,176
menen,VERB,16
grondstof,NOUN,9
enderdragon,NOUN,3
multiplayer,DET,1
server,NOUN,60
dustovidgames,NOUN,1
Nlgameminec,PROPN,1
raft,VERB,2
Lies,PROPN,95
la,PROPN,85
voeding,NOUN,43
leefhok,PROPN,1
aansteekken,VERB,4
dierendokter,NOUN,33
Curaçao,PROPN,88
klokk,NOUN,15
luiden,VERB,16
jawoord,NOUN,2
bruidsmeis,NOUN,10
bruidsjonker,NOUN,2
zomer,VERB,1
gejetskied,VERB,2
leguaan,NOUN,9
steenvissen,VERB,2
papegaaien,VERB,37
papegaaivis,NOUN,2
gekko,NOUN,15
hagedis,NOUN,29
zadel,NOUN,155
buitenwereld,NOUN,31
Verstoppertje,NOUN,50
scheurt,NOUN,9
d,PROPN,64
vraagteken,VERB,10
eind,PROPN,9
afleggen,VERB,102
hersens,NOUN,80
opgehaald,VERB,6
vreemden,VERB,18
oud,PROPN,3
R/C,NOUN,1
Titanic,PROPN,22
$,SYM,6
"150,-",SYM,4
"110,-",SYM,1
verzending,NOUN,2
"388,-",SYM,1
"100,-",SYM,3
"88,-",SYM,1
e-mail,NOUN,35
verzendfout,NOUN,1
maiden,PROPN,1
Voyage,PROPN,2
zoo,NOUN,5
wier,NOUN,1
perfect,ADJ,110
kwartett,NOUN,11
Gee,PROPN,2
Keiblij,PROPN,1
Haat,PROPN,1
Ei,PROPN,1
Grote,PROPN,79
Paashaashuis,PROPN,4
moerassen,NOUN,2
riolen,NOUN,1
vergissing,NOUN,14
Perfect,ADJ,2
bouwden,VERB,3
noodlanding,NOUN,34
avonturier,NOUN,17
Loop,VERB,20
gourmeen,VERB,8
eergisteren,ADV,28
gourmett,VERB,1
kippensoep,NOUN,8
gourmetten,VERB,38
eergisten,ADJ,1
Zeg,VERB,118
slordig,ADJ,20
Paardrijden,NOUN,14
paardrijd,VERB,26
slken,VERB,1
V.,PROPN,59
opjagen,VERB,16
opkruipen,VERB,4
gaas,NOUN,19
koeien,NOUN,56
lokken,VERB,59
pletes,SYM,1
Meregjeniet,NOUN,1
broerte,NOUN,1
Broerte,NOUN,1
Reesato,PROPN,1
renwesrijt,NOUN,1
siji,NOUN,1
Siji,PROPN,3
super,PROPN,18
schattigst,NOUN,12
"3.000,-",SYM,1
inclucief,ADJ,1
spellen,VERB,51
voorspel,VERB,1
schooltje,NOUN,25
schoolslag,NOUN,24
bad,VERB,18
hooog,ADJ,2
golf,NOUN,58
rosewater,NOUN,1
Shanna,PROPN,9
Bettina,PROPN,29
fietsenrek,NOUN,35
giechelen,VERB,17
ukkie,NOUN,2
puh,NOUN,10
centraalverdediger,ADJ,1
strategiegame,NOUN,1
verdedigingstoren,NOUN,1
upgraden,VERB,38
upgrade,NOUN,5
goudmijn,NOUN,15
Playstation,NOUN,61
treint,NOUN,9
kerkdienst,NOUN,4
10:00,SYM,15
Wijchen,PROPN,15
Noord-Brabant,PROPN,19
afsteken,VERB,261
dienst,NOUN,19
Cambuur,PROPN,50
negen,ADJ,24
4-3,SYM,51
Barto,PROPN,3
Manu,PROPN,4
voorzet,NOUN,44
Noord,PROPN,14
ergst,ADJ,10
west,SYM,3
zuid,ADJ,12
oost,ADJ,14
tennisbal,NOUN,92
Dirck,PROPN,1
roept,VERB,91
Joeri,PROPN,52
ijskoud,ADJ,24
Ssssst,PROPN,2
Riepen,PROPN,12
Kennen,PROPN,1
schat,NOUN,211
huuh,VERB,1
Chris,PROPN,151
Gijsje,PROPN,7
Jongens,NOUN,49
stel,NOUN,49
kippenhok,NOUN,12
terugroepen,VERB,102
Blijf,VERB,49
Boe,PROPN,29
Roept,VERB,51
AAAaaaaaa,PROPN,1
haha,VERB,20
Nora,PROPN,58
Dora,PROPN,23
Ryan,PROPN,45
Bla,ADJ,3
bla,PROPN,37
Klopt,VERB,18
mark,NOUN,15
Computers,NOUN,17
temmen,VERB,91
gemene,VERB,22
zachter,ADJ,25
aanpken,VERB,3
August,PROPN,12
HJB,PROPN,3
WTF,PROPN,12
IDK,PROPN,12
JWZ,SYM,2
G,SYM,29
NWTV,PROPN,19
waterballonen,NOUN,16
Putten,PROPN,5
Pap,VERB,6
terugweg,ADV,1
snackbar,NOUN,45
zzzzzzzz,NOUN,1
noodgeval,NOUN,60
noodgevall,NOUN,36
intypen,VERB,39
vlooien,NOUN,78
wegen,VERB,58
pluspun,NOUN,4
onverantwoordelijk,ADJ,10
geint,NOUN,17
traktatie,NOUN,16
ehh,ADV,9
n,SYM,7
onbeleefd,ADJ,2
Thomas,PROPN,308
Maakt,VERB,102
samenwerken,VERB,83
"eigenlijk?""vroeg",NOUN,1
Jack,PROPN,326
Florian,PROPN,11
Mehmet,PROPN,19
Terra,PROPN,2
"oprichten?""""Ja",VERB,1
"leuk.""zei",SYM,1
T.M.,PROPN,1
J.F.,PROPN,1
communie,NOUN,85
invlecht,NOUN,5
Model,NOUN,3
model,NOUN,64
aanhebt,VERB,8
vermaaken,VERB,14
opsteken,VERB,29
katapult,NOUN,40
voetgolf,NOUN,3
gsmtocht,NOUN,4
Rinze,PROPN,4
hout,PROPN,1
is/was,VERB,1
ruilspel,NOUN,3
nep,ADJ,175
puzzel,NOUN,96
kleeden,VERB,95
croissant,NOUN,34
bedienen,VERB,41
bediende,NOUN,25
keurde,VERB,2
Nikeshirt,PROPN,1
donkerblauw,ADJ,21
standbeeld,NOUN,35
supergroot,ADJ,88
bowlen,NOUN,15
jarig,NOUN,9
luxueus,ADJ,5
maaltijd,NOUN,14
groentesoep,NOUN,11
vergadering,NOUN,29
uitzamelen,VERB,1
failliet,ADJ,28
fluit,NOUN,75
hondenpark,NOUN,14
worstenkar,NOUN,1
totdat,PROPN,9
achterna,ADV,14
bocht,NOUN,214
Mickey,PROPN,45
Smstaal,NOUN,21
afkorten,VERB,173
smstaal,ADV,3
Chat,SYM,4
Sjaak,PROPN,68
nagedacht,NOUN,1
2m&18c,NUM,1
beestenboel,NOUN,3
Plukje,PROPN,2
enie,NOUN,1
Vlekje,NOUN,15
doei,PROPN,74
keukenhof,PROPN,2
sint-bernardhond,NOUN,1
klets,VERB,34
Jurre,PROPN,18
Vem,PROPN,1
Pet,PROPN,27
boy,VERB,1
Duckboek,PROPN,2
kipnugget,NOUN,31
Loïs,PROPN,22
kerstmarkt,NOUN,16
lunchen,VERB,79
inschreven,VERB,14
wachtlijst,NOUN,4
Lonneke,PROPN,15
Hugo,PROPN,61
jarig,PROPN,4
Thor,PROPN,12
ongezellig,ADJ,8
benauwd,ADJ,33
steunen,VERB,48
Hillechien,PROPN,3
orofile,NOUN,1
specht,NOUN,16
Son,PROPN,5
Chet,PROPN,1
kno,NOUN,35
hoofdkabouter,NOUN,1
spellingproblemen,NOUN,1
Blac,PROPN,3
gloedniew,ADJ,1
Bloc,PROPN,1
wandelde,VERB,16
woedeaanval,NOUN,7
doodging,VERB,15
vramblij,NOUN,1
Jee,ADV,10
cirkel,NOUN,56
bemoei,VERB,14
boyband,NOUN,9
popgroep,NOUN,4
nagetekend,VERB,1
spoot,VERB,31
opleveren,VERB,22
supererg,PROPN,14
haar,DET,38
kunstwerk,NOUN,24
overnieuw,ADJ,12
jaloer,ADJ,78
taakstraf,NOUN,16
Precies,ADJ,34
Lan,PROPN,13
Chon,PROPN,9
vlampistolen,NOUN,1
waterpistool,NOUN,31
bom,NOUN,228
Aaaaaaa,PROPN,8
vlamvampier,NOUN,1
omsingelen,VERB,19
Awel,PROPN,1
Vlamvampieren,VERB,1
spookkasteel,NOUN,2
uiteraard,ADV,13
muis-,SYM,1
muisstil,ADJ,19
Aaaaaa,PROPN,12
schien,VERB,28
Lans,PROPN,1
superidee,NOUN,1
he,PROPN,16
lokan,VERB,2
actie,NOUN,219
gister,NOUN,140
loog,VERB,15
borstcrawlen,VERB,1
Theo,PROPN,55
jongeman,NOUN,17
Alstublieft,ADV,20
Blub,NOUN,23
ijskraam,NOUN,38
Rianne,PROPN,10
trakteer,VERB,11
verwisseld,VERB,40
Bedankt,VERB,38
voetbaltoernooi,NOUN,34
Muntendam,PROPN,5
2-0,SYM,123
4-0,SYM,56
hs,DET,1
Duncan,PROPN,5
Nuur,PROPN,1
Lorenzo,PROPN,8
Felix,PROPN,20
Nick,PROPN,223
Yordi,PROPN,13
Marco,PROPN,102
level,NOUN,171
directrice,NOUN,15
eenhoorn,NOUN,164
Shwibie,PROPN,3
kuip,NOUN,5
kedien,NOUN,1
Iora,PROPN,1
Kiep,PROPN,2
elf,PROPN,25
shwiebie,NOUN,1
Okee,ADJ,1
".""Okee",PUNCT,1
Jaa,SYM,8
bevriend,ADJ,27
Raragog,PROPN,1
ps,PROPN,15
Raraland,PROPN,1
kleuren,NOUN,38
boksen,VERB,37
Ee,NOUN,10
wonderzalf,NOUN,5
potwonderzalf,NOUN,1
cooler,NOUN,9
knuffeldier,NOUN,10
leeuwen,VERB,10
wagon,NOUN,17
proptten,VERB,16
rommelmarkt,NOUN,55
Tina-dvd,PROPN,1
cent,NOUN,98
paardenmap,NOUN,1
Hondenrugzak,ADJ,1
hondenknuffel,NOUN,4
Groetjes,SYM,54
Jane,SYM,4
babyvogelt,NOUN,12
neusgate,NOUN,8
neusgait,NOUN,3
aluminium,NOUN,15
Kayleigh,PROPN,20
uurlang,ADJ,13
aanzetten,VERB,55
piratenshow,NOUN,4
dolfijnenshow,NOUN,25
aqua,PROPN,6
bella,PROPN,2
snoror,NOUN,3
hielp,VERB,193
zwembril,NOUN,2
Subway,PROPN,19
Surfers,PROPN,11
Star,PROPN,96
Wars,ADJ,17
vegieng,VERB,1
poema,NOUN,14
tamam,ADJ,23
uitrekken,VERB,6
Koeien,NOUN,18
uier,NOUN,9
won,VERB,2
babykoe,NOUN,1
kalf,NOUN,38
vrouwtje,NOUN,19
gwn,INTJ,15
houdoe,VERB,2
Frans,PROPN,109
Frad,PROPN,1
Lepelstad,PROPN,1
sportschool,NOUN,40
born,SYM,1
move,SYM,8
houding,NOUN,14
Tweede,ADJ,10
ruimteschip,NOUN,53
Born,SYM,4
vanzelf,ADV,165
afleiden,VERB,72
Hallo,NOUN,2
Huub,PROPN,41
G.,PROPN,21
Anne-Joëll,PROPN,3
behulpzaam,ADJ,61
Rafael,PROPN,25
chemicaliën,NOUN,1
Best,VERB,2
,NOUN,33
Oke,ADV,1
weddenschap,NOUN,18
etenstijd,NOUN,31
fabriek,NOUN,153
achterna,ADJ,90
kernreactor,NOUN,3
Berkey,PROPN,1
flitsen,VERB,15
FBI,PROPN,21
weird,NOUN,1
HuuuuuH,PROPN,1
superman,NOUN,28
pakhuis,NOUN,11
ja,ADV,4
machinegun,NOUN,1
boeven,NOUN,83
kernbom,NOUN,7
tekenfilm,NOUN,31
ijskracht,NOUN,1
vastpaken,VERB,2
ijskasteel,NOUN,1
lijs,NOUN,16
Jurgen,PROPN,36
Stephan,PROPN,12
tafeltennissen,PROPN,2
nepvijanden,NOUN,1
sparen,VERB,125
theezakje,NOUN,3
Zuidpool,PROPN,19
China,PROPN,225
drug,NOUN,69
paradijs,NOUN,23
Voorst,PROPN,1
Olof,PROPN,18
Palmeplein,PROPN,1
Gertjan,PROPN,11
sneeuwfamilie,NOUN,2
Finn,PROPN,105
Poepie,NOUN,7
zoemer,NOUN,23
superhard,VERB,3
Pim,PROPN,204
schokken,VERB,26
Poepies,NOUN,1
iglo,NOUN,31
Sems,PROPN,4
vogelhuisje,NOUN,60
stukmaken,VERB,16
Syrië,PROPN,35
paashout,NOUN,5
Anton,PROPN,13
William,PROPN,20
Harm,PROPN,18
Jochem,PROPN,85
Jurjen,PROPN,1
blad,VERB,19
Bijv.,PROPN,48
verdoven,VERB,15
vernietigen,VERB,68
verslaaft,VERB,6
Amaro,PROPN,1
mail,NOUN,96
toetsenbord,NOUN,57
arol,NOUN,1
eeegoosez,ADJ,1
oplet,ADJ,42
ROC,PROPN,16
Aventus,PROPN,19
stalling,NOUN,9
duim,NOUN,39
viruss,NOUN,6
schoolt,NOUN,43
6-4,SYM,4
Breda,PROPN,28
Pokémonkaarten,NOUN,4
geruild,VERB,11
Varkentjerund,PROPN,1
minecraften,NOUN,4
voetbaltraining,NOUN,29
rekken,VERB,24
strekken,VERB,20
positiespel,NOUN,2
afwerken,VERB,10
Susanne,PROPN,18
donkerblond,ADJ,11
draagen,VERB,29
oorbel,NOUN,55
hangert,NOUN,3
kledingstijl,NOUN,5
hip,ADJ,42
Shoeby,PROPN,9
Tuunte,PROPN,2
H&M.,NOUN,3
Ten,PROPN,2
Buren,PROPN,6
Schuurman,PROPN,5
Schoenen,NOUN,3
Scapino,PROPN,4
compliment,NOUN,22
uiterlijk,NOUN,28
pashok,NOUN,15
Franklin,PROPN,22
dodsdiensten,NOUN,1
dooppen,VERB,7
streng,ADJ,244
gelovig,ADJ,13
Bijbel,NOUN,5
geloof,NOUN,61
meerdere,PRON,50
lijd,VERB,1
eronder,ADV,72
verpesten,VERB,52
geheel,ADJ,10
dictees,NOUN,20
Internet,PROPN,12
zit,VERB,31
www.spelletjes.nl,SYM,2
spel.nl,SYM,13
mousebreaker,NOUN,1
box10.com,PROPN,1
spellentuin.nl,SYM,1
kraanvogel,NOUN,5
0,NUM,85
vloeistof,NOUN,6
Sintthomasschool,PROPN,9
ideaal,ADJ,18
inspecteur,NOUN,8
boomwortel,NOUN,8
stroomen,VERB,16
rotsachtig,ADJ,2
doodliep,NOUN,2
onee,NOUN,54
knal,NOUN,109
kreunen,VERB,11
onbereikbaar,ADJ,2
geloofen,VERB,47
nachtmerries,NOUN,28
zwerfhond,NOUN,57
wijd,ADJ,46
belle,NOUN,92
wolven,VERB,34
Zaterdagochtend,ADV,13
tje,NOUN,29
woonplaats,NOUN,22
dierengeluidjes,ADJ,1
tuig,NOUN,32
Milieuvervuiling,NOUN,1
Beekse,PROPN,57
Bergen,PROPN,70
Saara,PROPN,2
8-12,NUM,2
voetbal,VERB,1
Flappy,PROPN,26
zeehond,PROPN,55
joehoe,INTJ,25
intocht,NOUN,88
André,PROPN,24
raard,ADJ,9
verdwijntruc,NOUN,2
Afra,NOUN,4
kadarfa,VERB,1
aandachtig,ADJ,20
dare,SYM,2
punte,NOUN,1
Paniek,NOUN,32
paniekerig,ADJ,8
Rustig,ADJ,22
assistente,NOUN,9
Nieuwstad,PROPN,1
allerliefst,NOUN,3
ehm,ADV,31
hierheen,ADV,16
ach,INTJ,188
Vraagt,VERB,54
Maar,CCONJ,10
Raak,ADV,1
jippie,NOUN,83
Kiki,PROPN,119
Petshop,PROPN,6
petshop,PROPN,3
Samsung,PROPN,60
Galaxy,PROPN,52
2,PROPN,53
Avenger,NOUN,2
Monster,NOUN,9
Fighter,NOUN,1
zondagavond,NOUN,19
Wars,SYM,4
Angry,PROPN,22
Birds,PROPN,11
Film,NOUN,22
Jerry,PROPN,25
dreigen,VERB,38
behouden,VERB,16
vriendinnetjes,NOUN,4
zwemen,VERB,80
speelkamer,NOUN,47
verstopper,VERB,24
h50/50,NOUN,1
Laptoppen,PROPN,2
chap,NOUN,1
mysterieus,ADJ,11
verdwijning,NOUN,4
Het,DET,3
lellen,VERB,55
hoopvol,ADJ,2
twijfellen,VERB,27
Ren,PROPN,18
Inmiddels,ADV,1
schok,NOUN,57
noodvaart,NOUN,2
ting,NOUN,16
tong,VERB,1
geholpen,VERB,10
gepoot,VERB,1
pallets,NOUN,3
Jayson,PROPN,5
theelepel,NOUN,65
hak,NOUN,45
driehoek,NOUN,272
weghalen,VERB,124
speling,NOUN,29
expres,ADV,19
Taekwonde,PROPN,1
zes,ADJ,74
voetbalschool,NOUN,10
zondags,ADV,8
Drolleke,PROPN,1
Laan,PROPN,2
stampen,VERB,98
tablethoes,NOUN,2
moederdagcadeau,PROPN,1
gedownload,VERB,15
Pixel,NOUN,2
Gun,NOUN,1
3D.,SYM,5
Gelezen,NOUN,2
boskabouter,PROPN,1
Jeffrey,PROPN,41
N-standbeeld,NOUN,1
Philippe,PROPN,1
Remont,PROPN,1
P.,PROPN,19
vuurwapen,NOUN,6
kabouter-,SYM,1
achtervolgd,VERB,15
ontweek,VERB,10
kogel,NOUN,91
dwars,ADJ,32
Jeffreys,PROPN,1
kabouterkracht,VERB,1
Saladesaus,PROPN,1
zijn,PROPN,48
schunnig,ADJ,1
Remond,PROPN,1
morsdood,ADJ,4
kebab,PROPN,7
verlaot,VERB,1
gelach,NOUN,19
Hahahaha,PROPN,5
oogverblindend,ADJ,1
geheimp,NOUN,8
doorvertellen,VERB,12
mensenmenigte,NOUN,1
ernaartoe,ADV,55
wegren,VERB,10
hken,VERB,8
knoop,NOUN,48
onzeker,ADJ,30
romantisch,ADJ,20
rozenblaadjes,NOUN,1
Kukeleku,NOUN,1
haan,NOUN,35
rozenblaad,NOUN,3
Liselot,PROPN,13
moordenaar,NOUN,54
bereik,NOUN,34
batterij,NOUN,73
boord,NOUN,148
19:30,PROPN,8
4:03,SYM,2
chippie,NOUN,6
Iron,PROPN,16
Man,PROPN,72
Tramfomanie,NOUN,1
Prime,PROPN,2
Blade,PROPN,1
4:30,NUM,3
17:30,NUM,13
X,PROPN,15
meetrekken,VERB,6
vloog,VERB,3
trekhaak,NOUN,5
schaafde,VERB,13
P.S.,PROPN,9
Alfons,PROPN,6
rechts,ADJ,246
links,ADJ,216
buiging,NOUN,8
jufof,NOUN,30
overeind,ADV,67
telefoneren,VERB,2
nieuwskrant,NOUN,1
atlas,NOUN,5
schil,VERB,166
appelflap,NOUN,109
hands,NOUN,15
1F.,PUNCT,2
Jorien,PROPN,12
Ingrid,PROPN,21
Kirsten,PROPN,21
Sean,PROPN,11
Tairisha,PROPN,7
Dunja,PROPN,4
Lucie,PROPN,9
Nathalie,PROPN,16
Sean-Paul,PROPN,1
Sandta,NOUN,1
kruidnoten,NOUN,1
Mekdonos,PROPN,1
waat,PROPN,2
fast,ADJ,1
weg,VERB,18
Dewi,PROPN,29
heus,ADJ,104
plekje,NOUN,32
binnenstebuiten,VERB,1
binnenstebuiten,NOUN,2
oefenden,VERB,3
binnenstebuiat,NOUN,2
Rat,NOUN,1
Ratt,NOUN,1
Ratjes,NOUN,2
Reageren,VERB,1
Coco,PROPN,51
dook,VERB,54
deuk,NOUN,83
aanlijken,VERB,1
rat,NOUN,206
kan,VERB,22
Bazar,PROPN,2
constant,ADJ,23
sinterklaasfilm,NOUN,3
relax,ADJ,3
masseur,NOUN,6
inloop,NOUN,2
horizon,NOUN,10
overkapping,NOUN,13
schoenenboom,NOUN,1
tekortkomen,VERB,11
ijssalon,NOUN,18
privé,ADJ,45
kater,NOUN,60
Ise,PROPN,4
Demi,PROPN,109
docu,NOUN,2
enzovoorts,ADV,42
Swag,PROPN,5
Abe,PROPN,10
knapste,NOUN,1
recht,NOUN,132
1000000,NUM,20
1tje,VERB,1
bijl.,PUNCT,5
blinden,ADJ,13
slimm,ADJ,23
27,NUM,92
herinneren,VERB,94
has,NOUN,15
st,SYM,4
Cloë,PROPN,54
Canada,PROPN,70
Taiwan,PROPN,3
geneeskunnen,VERB,1
praktijk,NOUN,19
cursus,NOUN,57
Leiden,PROPN,19
Corpus,PROPN,1
ratt,NOUN,16
Ameland,PROPN,61
koopen,NOUN,1
Rachel,PROPN,28
Roos,SYM,22
Roos,PRON,6
ongeduldig,ADJ,28
gordel,NOUN,42
klapt,VERB,18
hihihi,SYM,10
pluizig,ADJ,82
rause,NOUN,1
meh,PROPN,1
vrijwilligerswerk,NOUN,2
meehelpen,VERB,96
kleion,NOUN,5
Roan,PROPN,34
Michiel,PROPN,22
nepspin,NOUN,7
50%,SYM,19
overrijden,VERB,44
Stappen,NOUN,17
schuin,ADJ,117
in,PROPN,8
eekhoorn,NOUN,172
doorrennen,VERB,5
Vinden,VERB,79
organiseren,VERB,113
zeeleeuw,NOUN,25
kian,NOUN,1
planten,VERB,25
gereckeren,VERB,1
kvald,ADV,1
uitspreken,VERB,34
verleidelijk,ADJ,4
gekraak,NOUN,18
Raar,NOUN,1
confetti,NOUN,32
surprise,SYM,10
Glee,VERB,2
reageeren,VERB,2
komt-ie,VERB,1
Tobias,PROPN,50
passt,NOUN,46
passt,PROPN,7
Dave,PROPN,50
sterretje,NOUN,2
20-0,SYM,9
Nina's,PROPN,3
Olly,PROPN,16
achterin,ADJ,22
floot,VERB,35
scoorden,VERB,19
Nurh,NOUN,1
24:00,NUM,5
spannends,ADJ,17
engs,NOUN,15
etcetera,X,80
